,weight
8952,0.3745
8953,1.0855
8954,0.3776
8955,1.9944
8956,1.2073
8957,0.3788
8958,2.081
8959,0.8384
8960,0.6133
8961,0.4161
8962,0.5521
8963,0.6502
8964,1.9403
8965,0.6414
8966,0.3641
8967,2.1659
8968,0.3946
8969,2.1365
8970,1.1774
8971,0.4621
8972,0.7464
8973,1.9245
8974,2.1716
8975,0.3813
8976,2.0964
8977,0.6795
8978,0.4297
8979,1.7673
8980,0.378
8981,0.762
8982,1.6291
8983,0.6064
8984,0.3633
8985,2.3244
8986,0.3968
8987,2.0259
8988,0.3717
8989,1.8669
8990,2.094
8991,0.6873
8992,0.512
8993,2.0174
8994,1.6211
8995,0.6383
8996,0.7078
8997,0.3591
8998,1.4516
8999,1.3352
9000,0.6594
9001,2.1889
9002,2.0802
9003,0.7526
9004,0.7285
9005,2.3791
9006,0.9969
9007,1.5611
9008,0.4818
9009,1.6463
9010,0.6882
9011,2.0154
9012,0.4729
9013,0.5647
9014,0.8579
9015,1.4108
9016,0.7136
9017,0.6119
9018,1.5909
9019,0.4975
9020,0.4181
9021,1.8753
9022,0.5674
9023,0.6652
9024,1.8185
9025,1.4117
9026,1.8513
9027,0.4401
9028,0.4108
9029,0.6872
9030,1.9618
9031,0.4005
9032,0.4696
9033,2.0149
9034,1.8909
9035,0.4012
9036,0.6979
9037,0.4083
9038,1.695
9039,2.4108
9040,1.2198
9041,0.8226
9042,2.0039
9043,0.6263
9044,0.6255
9045,1.0611
9046,0.3773
9047,0.6402
9048,0.4445
9049,0.4644
9050,0.7639
9051,0.5056
9052,0.4625
9053,0.5372
9054,2.3245
9055,0.4938
9056,0.4396
9057,0.5766
9058,1.8218
9059,0.4649
9060,1.6523
9061,0.4943
9062,2.0157
9063,1.864
9064,0.4249
9065,0.5645
9066,0.478
9067,0.4565
9068,0.8119
9069,0.7651
9070,0.4761
9071,1.8582
9072,0.467
9073,0.7432
9074,1.8065
9075,2.2517
9076,1.8585
9077,0.4511
9078,0.4158
9079,0.4795
9080,0.3334
9081,2.0195
9082,2.0308
9083,0.5254
9084,0.5883
9085,0.6253
9086,2.4093
9087,0.7678
9088,1.22
9089,0.6719
9090,2.1282
9091,0.3792
9092,0.4562
9093,0.7523
9094,0.4074
9095,1.9288
9096,1.9338
9097,0.4181
9098,0.7798
9099,0.7092
9100,0.4792
9101,0.7807
9102,0.4683
9103,1.1861
9104,0.4063
9105,2.1047
9106,0.4955
9107,0.8105
9108,1.8375
9109,2.0383
9110,0.3198
9111,0.3981
9112,0.7551
9113,1.595
9114,0.4406
9115,0.4958
9116,2.2707
9117,2.096
9118,0.582
9119,0.3861
9120,0.577
9121,1.0936
9122,1.9612
9123,0.8338
9124,0.3553
9125,0.4544
9126,0.3699
9127,0.6106
9128,0.4514
9129,0.3983
9130,0.7279
9131,1.7906
9132,0.4758
9133,0.3586
9134,0.4269
9135,0.6713
9136,1.9621
9137,0.6352
9138,1.505
9139,0.6538
9140,0.5979
9141,0.7062
9142,1.9929
9143,1.2398
9144,0.7755
9145,0.5262
9146,0.6487
9147,0.5709
9148,0.6917
9149,0.7291
9150,0.4866
9151,0.5061
9152,0.4265
9153,0.3846
9154,0.5315
9155,0.6349
9156,0.3613
9157,1.7279
9158,1.5443
9159,0.8034
9160,0.4543
9161,0.7571
9162,1.6285
9163,1.7714
9164,0.5072
9165,0.6666
9166,0.5801
9167,0.4534
9168,1.8781
9169,0.6931
9170,0.6745
9171,0.395
9172,0.6718
9173,1.7262
9174,0.5592
9175,2.0633
9176,0.7931
9177,0.5921
9178,0.7085
9179,0.8708
9180,2.093
9181,0.4353
9182,1.8411
9183,0.3935
9184,1.5265
9185,0.355
9186,2.1963
9187,0.7362
9188,0.4193
9189,0.4202
9190,1.7931
9191,0.7613
9192,2.0291
9193,0.5889
9194,2.1677
9195,1.4137
9196,0.5898
9197,0.505
9198,0.6709
9199,2.2673
9200,0.6683
9201,1.8109
9202,1.967
9203,0.672
9204,0.3666
9205,0.3633
9206,0.4553
9207,1.6524
9208,1.0848
9209,0.6366
9210,0.4775
9211,2.0603
9212,1.786
9213,0.621
9214,0.4398
9215,0.679
9216,0.3999
9217,0.4277
9218,0.4717
9219,0.6854
9220,0.7919
9221,0.6134
9222,0.7527
9223,0.4782
9224,0.4259
9225,1.8592
9226,2.2617
9227,0.4245
9228,0.9504
9229,0.7454
9230,1.5959
9231,0.3547
9232,1.4493
9233,0.4199
9234,0.4203
9235,0.633
9236,1.8801
9237,0.3943
9238,0.7498
9239,0.5979
9240,1.8732
9241,0.7981
9242,0.4914
9243,0.6294
9244,2.1588
9245,1.5013
9246,2.09
9247,2.0559
9248,0.7769
9249,0.4494
9250,2.4101
9251,1.3822
9252,0.7001
9253,0.4365
9254,0.5899
9255,0.4384
9256,0.6473
9257,0.4331
9258,0.6697
9259,0.6462
9260,0.5181
9261,1.7586
9262,0.3733
9263,0.478
9264,0.696
9265,0.3857
9266,1.8137
9267,0.7484
9268,0.5671
9269,0.4523
9270,0.724
9271,0.3573
9272,0.7321
9273,0.4176
9274,2.4335
9275,0.6004
9276,0.8633
9277,0.3778
9278,0.4925
9279,0.4425
9280,0.6297
9281,0.4402
9282,1.7785
9283,0.6398
9284,1.7758
9285,0.7534
9286,0.3673
9287,0.7329
9288,1.2459
9289,0.4572
9290,2.0945
9291,2.2316
9292,1.9434
9293,0.3864
9294,1.766
9295,0.7167
9296,0.3882
9297,0.8242
9298,1.6351
9299,0.4085
9300,0.4791
9301,0.5981
9302,1.623
9303,0.3776
9304,2.244
9305,0.3773
9306,0.4275
9307,2.0671
9308,0.5271
9309,0.3778
9310,0.6248
9311,0.4384
9312,2.2194
9313,1.9405
9314,0.4478
9315,0.4826
9316,0.5036
9317,2.1486
9318,0.7549
9319,0.3921
9320,2.3885
9321,0.315
9322,0.3654
9323,0.4339
9324,0.8365
9325,0.5373
9326,2.2236
9327,0.4652
9328,0.4023
9329,0.3944
9330,0.5147
9331,0.5001
9332,0.6494
9333,2.0121
9334,0.4504
9335,0.4412
9336,1.5213
9337,0.7706
9338,0.3869
9339,0.5629
9340,1.8808
9341,0.3679
9342,0.672
9343,1.605
9344,1.5813
9345,0.4383
9346,0.4165
9347,1.4659
9348,0.6717
9349,1.8516
9350,0.7622
9351,0.6299
9352,0.6044
9353,0.579
9354,0.5574
9355,0.7494
9356,0.6685
9357,1.6186
9358,1.8308
9359,0.8597
9360,0.7446
9361,0.4649
9362,2.086
9363,0.6647
9364,0.6098
9365,0.4881
9366,1.8109
9367,0.4668
9368,0.5007
9369,0.4059
9370,2.1833
9371,0.3395
9372,1.7951
9373,0.3934
9374,0.5903
9375,0.5908
9376,0.5185
9377,0.4222
9378,1.8873
9379,1.6235
9380,0.5871
9381,0.3641
9382,0.5801
9383,0.54
9384,1.9256
9385,0.397
9386,0.3955
9387,1.8398
9388,0.4109
9389,0.6735
9390,1.6578
9391,0.6405
9392,0.6217
9393,2.3114
9394,1.8888
9395,2.0665
9396,1.4622
9397,0.4277
9398,2.2196
9399,2.1517
9400,0.7167
9401,1.3789
9402,0.7143
9403,0.5094
9404,1.8935
9405,0.4992
9406,2.2827
9407,0.49
9408,2.17
9409,1.7132
9410,1.344
9411,2.0365
9412,0.6697
9413,0.6452
9414,0.4503
9415,0.7087
9416,0.3933
9417,0.3723
9418,0.482
9419,0.7573
9420,1.933
9421,2.1379
9422,0.425
9423,0.409
9424,0.4718
9425,2.0827
9426,0.622
9427,1.7271
9428,0.4922
9429,0.6267
9430,1.2043
9431,1.8546
9432,1.7488
9433,2.1702
9434,0.7742
9435,0.748
9436,0.4504
9437,0.4566
9438,0.5
9439,2.4534
9440,0.5406
9441,0.3858
9442,0.738
9443,0.7085
9444,0.8665
9445,0.4299
9446,0.4004
9447,1.9458
9448,2.0162
9449,0.5003
9450,2.1675
9451,0.4376
9452,0.4821
9453,1.5441
9454,0.4164
9455,0.7817
9456,2.065
9457,0.7496
9458,0.572
9459,0.6026
9460,1.8983
9461,2.0972
9462,0.423
9463,0.6176
9464,0.423
9465,1.6361
9466,1.9038
9467,0.3799
9468,1.1144
9469,0.4889
9470,0.3899
9471,1.8331
9472,2.0513
9473,1.986
9474,1.3286
9475,0.4907
9476,0.54
9477,0.6089
9478,0.5533
9479,0.6679
9480,0.5164
9481,2.0685
9482,2.005
9483,0.7061
9484,0.457
9485,1.8877
9486,0.7315
9487,1.6157
9488,0.3733
9489,1.8312
9490,1.4737
9491,0.8063
9492,0.6454
9493,1.2878
9494,1.7756
9495,1.6147
9496,0.4676
9497,1.2473
9498,0.5887
9499,0.4251
9500,2.0185
9501,0.6119
9502,2.0697
9503,0.5731
9504,0.6696
9505,0.6007
9506,0.4705
9507,0.6495
9508,0.6254
9509,1.5969
9510,1.6167
9511,0.5496
9512,0.7775
9513,0.5239
9514,0.4028
9515,0.6967
9516,0.5226
9517,2.0942
9518,0.3888
9519,0.4635
9520,1.9377
9521,0.7488
9522,0.8708
9523,0.3792
9524,0.7132
9525,0.4787
9526,1.8494
9527,0.4778
9528,0.366
9529,0.3547
9530,0.3492
9531,2.1367
9532,0.8026
9533,0.486
9534,2.0055
9535,0.4637
9536,0.4194
9537,1.8904
9538,0.4436
9539,1.4959
9540,0.6756
9541,2.3482
9542,2.3535
9543,2.0856
9544,0.7002
9545,0.4245
9546,0.349
9547,0.3828
9548,0.7547
9549,0.3526
9550,0.5252
9551,1.4095
9552,1.9037
9553,0.4031
9554,0.4027
9555,0.7043
9556,2.1206
9557,0.3709
9558,0.5646
9559,2.2915
9560,0.817
9561,1.9201
9562,0.3772
9563,1.9323
9564,2.1025
9565,0.3406
9566,0.4567
9567,0.7643
9568,2.0275
9569,0.6534
9570,1.7001
9571,0.4404
9572,1.9819
9573,0.4152
9574,0.4774
9575,0.6053
9576,1.9928
9577,2.0354
9578,0.3957
9579,0.4108
9580,1.2518
9581,2.1599
9582,0.417
9583,1.9748
9584,0.5007
9585,0.585
9586,1.6629
9587,0.4683
9588,0.3655
9589,2.0747
9590,0.6103
9591,2.0652
9592,0.3692
9593,0.4389
9594,0.4258
9595,0.7049
9596,0.4107
9597,2.0311
9598,0.7573
9599,0.4228
9600,0.7555
9601,1.8077
9602,0.3828
9603,1.0707
9604,0.8068
9605,0.4027
9606,0.5557
9607,0.4473
9608,0.5587
9609,1.5615
9610,2.1619
9611,0.5425
9612,1.2944
9613,0.4126
9614,0.632
9615,1.7165
9616,2.1496
9617,0.3483
9618,0.4037
9619,0.4566
9620,0.5384
9621,0.5973
9622,0.4339
9623,0.7575
9624,0.709
9625,0.5175
9626,0.8632
9627,1.7458
9628,0.4297
9629,0.3941
9630,0.3685
9631,1.5618
9632,0.6558
9633,0.6312
9634,1.5208
9635,0.4024
9636,2.3942
9637,1.724
9638,2.0102
9639,1.92
9640,0.4661
9641,2.3184
9642,0.4592
9643,0.5313
9644,0.4494
9645,0.4752
9646,1.9637
9647,1.0962
9648,0.7851
9649,0.7396
9650,2.3625
9651,2.0412
9652,0.3908
9653,1.6542
9654,0.459
9655,1.996
9656,0.4918
9657,0.4062
9658,1.893
9659,0.5366
9660,1.6472
9661,0.5857
9662,0.526
9663,0.4527
9664,1.2401
9665,0.5425
9666,1.6553
9667,2.0583
9668,0.7659
9669,0.8009
9670,1.3316
9671,0.6642
9672,0.6945
9673,0.5815
9674,1.1133
9675,0.8429
9676,0.6933
9677,1.7076
9678,1.4895
9679,0.4658
9680,0.7902
9681,0.4525
9682,1.834
9683,1.3861
9684,0.4062
9685,0.4437
9686,0.7056
9687,2.0478
9688,0.5468
9689,2.1941
9690,0.3511
9691,1.6004
9692,2.3524
9693,0.6974
9694,1.6818
9695,2.1935
9696,0.5934
9697,0.4628
9698,0.4134
9699,0.6446
9700,1.8559
9701,0.4134
9702,1.5272
9703,0.3982
9704,0.5792
9705,0.7867
9706,2.1149
9707,1.705
9708,0.4619
9709,0.6827
9710,0.6032
9711,0.598
9712,1.7124
9713,0.7245
9714,2.116
9715,0.365
9716,2.0226
9717,2.1045
9718,1.9269
9719,2.3237
9720,0.6839
9721,0.4246
9722,0.4146
9723,1.9295
9724,0.3595
9725,2.0281
9726,1.9819
9727,1.8763
9728,0.3479
9729,1.6937
9730,0.5555
9731,0.8249
9732,0.6774
9733,2.0512
9734,2.0002
9735,0.5374
9736,0.6431
9737,0.4626
9738,0.6854
9739,0.4233
9740,0.5971
9741,0.3603
9742,0.6871
9743,0.6443
9744,0.6934
9745,0.6109
9746,0.5262
9747,0.3818
9748,1.8257
9749,0.3753
9750,2.2037
9751,1.3937
9752,0.3551
9753,0.4647
9754,0.5
9755,1.721
9756,1.8652
9757,1.949
9758,0.4812
9759,2.4013
9760,0.7726
9761,0.7132
9762,0.5498
9763,0.4731
9764,1.7718
9765,1.9
9766,0.4154
9767,0.7642
9768,0.4018
9769,0.8369
9770,2.0453
9771,0.5928
9772,0.3967
9773,0.4122
9774,0.4312
9775,2.1993
9776,0.8128
9777,0.473
9778,0.3668
9779,0.5611
9780,2.0344
9781,0.3736
9782,0.4669
9783,2.0276
9784,0.5981
9785,0.7021
9786,0.42
9787,2.0932
9788,1.8056
9789,1.9188
9790,0.4292
9791,1.5901
9792,0.8033
9793,0.4836
9794,0.3985
9795,2.1877
9796,2.198
9797,0.4633
9798,1.895
9799,0.4143
9800,0.3776
9801,0.4978
9802,1.3481
9803,2.2253
9804,0.4563
9805,2.1289
9806,0.7629
9807,2.0024
9808,0.464
9809,0.4597
9810,1.4682
9811,0.6773
9812,0.7354
9813,2.1321
9814,0.6478
9815,0.3618
9816,0.8247
9817,0.6947
9818,1.9009
9819,2.0178
9820,0.6105
9821,0.6638
9822,0.5908
9823,0.6429
9824,2.4035
9825,0.4883
9826,0.8011
9827,1.8775
9828,2.191
9829,0.5663
9830,1.266
9831,2.0902
9832,1.8634
9833,0.6819
9834,1.5187
9835,0.5713
9836,2.0977
9837,1.9277
9838,2.2046
9839,0.5472
9840,1.9899
9841,0.7548
9842,0.4493
9843,2.2084
9844,0.456
9845,0.7608
9846,1.7782
9847,0.3741
9848,0.4506
9849,0.5288
9850,0.5386
9851,0.4785
9852,0.3837
9853,2.2521
9854,0.4083
9855,2.2107
9856,0.9301
9857,1.9025
9858,0.5646
9859,0.6633
9860,1.5105
9861,0.3994
9862,2.196
9863,0.6141
9864,2.0487
9865,1.1901
9866,1.7288
9867,1.8303
9868,0.5016
9869,0.4235
9870,0.3905
9871,0.4604
9872,0.4269
9873,0.8842
9874,1.3033
9875,0.3867
9876,2.1457
9877,1.9926
9878,0.4257
9879,0.3902
9880,0.3914
9881,0.7405
9882,0.5721
9883,2.1004
9884,1.5849
9885,2.3626
9886,1.9056
9887,0.4444
9888,0.7369
9889,0.4843
9890,0.6689
9891,2.164
9892,0.4064
9893,0.4359
9894,0.7238
9895,0.3941
9896,0.5026
9897,0.4489
9898,0.3659
9899,0.4445
9900,1.7066
9901,0.8893
9902,0.619
9903,0.4753
9904,0.4099
9905,0.3887
9906,2.1441
9907,2.0146
9908,0.7574
9909,2.2244
9910,0.4789
9911,0.4224
9912,0.375
9913,0.4148
9914,0.7634
9915,0.4373
9916,0.7927
9917,0.4079
9918,0.4243
9919,0.3498
9920,2.2475
9921,0.7117
9922,0.5016
9923,0.4037
9924,1.6598
9925,0.4562
9926,2.1227
9927,0.3417
9928,0.5592
9929,0.6313
9930,2.1478
9931,2.0269
9932,0.4672
9933,0.5783
9934,0.4992
9935,0.4712
9936,1.1427
9937,2.1998
9938,0.7048
9939,0.6295
9940,2.1305
9941,0.4695
9942,0.4815
9943,0.6491
9944,0.3817
9945,1.7446
9946,0.4102
9947,0.4001
9948,2.1348
9949,0.5585
9950,1.1794
9951,0.3706
9952,0.5601
9953,2.2826
9954,2.0328
9955,0.422
9956,0.7139
9957,2.0221
9958,0.7247
9959,0.4602
9960,0.6061
9961,0.5268
9962,0.7883
9963,1.3324
9964,1.7963
9965,1.8755
9966,0.5804
9967,0.3656
9968,2.2743
9969,0.5655
9970,0.3516
9971,0.3796
9972,0.421
9973,2.1064
9974,0.5921
9975,0.3617
9976,2.1424
9977,0.5183
9978,0.5574
9979,0.6651
9980,0.5421
9981,0.7617
9982,0.79
9983,0.4115
9984,1.6438
9985,0.4801
9986,1.8817
9987,0.6782
9988,0.7873
9989,0.5199
9990,0.5854
9991,0.4482
9992,0.4553
9993,0.5455
9994,1.0522
9995,1.5804
9996,0.6991
9997,1.8291
9998,0.6182
9999,1.5415
10000,0.5637
10001,0.508
10002,0.5313
10003,0.6677
10004,0.7494
10005,1.7014
10006,0.4927
10007,0.3594
10008,2.0746
10009,2.164
10010,1.273
10011,0.4891
10012,2.0843
10013,0.7841
10014,0.4166
10015,0.4154
10016,0.3876
10017,0.6932
10018,0.4224
10019,2.3177
10020,0.5925
10021,1.8374
10022,0.6025
10023,1.9369
10024,0.581
10025,1.9115
10026,0.4891
10027,0.7386
10028,0.643
10029,1.9094
10030,0.4662
10031,0.5546
10032,0.4507
10033,2.3169
10034,0.7669
10035,1.8747
10036,0.7328
10037,2.0709
10038,0.6438
10039,0.7474
10040,2.3565
10041,0.7909
10042,0.7429
10043,0.7999
10044,0.4523
10045,0.4971
10046,1.2088
10047,1.7762
10048,2.0877
10049,0.5662
10050,0.3691
10051,0.7002
10052,0.3536
10053,1.711
10054,1.9299
10055,0.4718
10056,0.3803
10057,1.0275
10058,0.3712
10059,1.4601
10060,0.5031
10061,2.0554
10062,0.4706
10063,1.4788
10064,0.4083
10065,0.415
10066,0.6018
10067,1.2679
10068,0.3382
10069,1.4177
10070,1.762
10071,0.6287
10072,0.4118
10073,0.8171
10074,2.2995
10075,0.7282
10076,0.429
10077,0.4444
10078,0.635
10079,1.7889
10080,0.5222
10081,0.8286
10082,2.0971
10083,0.6598
10084,0.4807
10085,0.5554
10086,2.2034
10087,1.6847
10088,0.7997
10089,1.57
10090,1.8473
10091,0.4014
10092,0.5576
10093,2.0448
10094,0.4854
10095,0.3598
10096,2.365
10097,0.4822
10098,0.3778
10099,2.0814
10100,0.4315
10101,0.6517
10102,0.748
10103,1.8083
10104,0.8298
10105,2.095
10106,1.2014
10107,0.3877
10108,2.1416
10109,0.519
10110,1.7752
10111,1.5193
10112,0.7658
10113,0.486
10114,2.1128
10115,0.5629
10116,1.233
10117,1.4709
10118,0.4201
10119,2.0296
10120,1.9424
10121,0.439
10122,1.0635
10123,0.4513
10124,2.0344
10125,0.3822
10126,0.6593
10127,0.4181
10128,0.4573
10129,1.4885
10130,0.4457
10131,2.1483
10132,0.5526
10133,2.1687
10134,0.3611
10135,2.1091
10136,0.4515
10137,0.4251
10138,0.4252
10139,1.4463
10140,1.2682
10141,0.6374
10142,0.6164
10143,0.7524
10144,0.6253
10145,0.4563
10146,0.4972
10147,0.5223
10148,2.2009
10149,1.8281
10150,0.4948
10151,0.5657
10152,0.4798
10153,0.6862
10154,1.9894
10155,0.8205
10156,0.4182
10157,0.3783
10158,0.3622
10159,0.5136
10160,2.2918
10161,0.3862
10162,0.5517
10163,0.5942
10164,0.3604
10165,0.649
10166,0.565
10167,0.4148
10168,1.9474
10169,2.2571
10170,1.6135
10171,2.2799
10172,2.1032
10173,0.624
10174,1.6613
10175,0.6984
10176,0.7952
10177,1.7898
10178,2.192
10179,0.8366
10180,0.5195
10181,0.4368
10182,0.6508
10183,0.3527
10184,0.4632
10185,0.3609
10186,2.0797
10187,0.3659
10188,1.8431
10189,0.6017
10190,0.713
10191,0.6511
10192,0.5656
10193,0.5589
10194,1.6504
10195,0.4088
10196,0.3939
10197,0.33
10198,0.6594
10199,1.7327
10200,0.3782
10201,0.473
10202,0.3674
10203,2.0799
10204,0.3648
10205,0.5865
10206,0.4188
10207,1.0768
10208,0.5556
10209,0.5202
10210,0.4262
10211,0.7947
10212,0.756
10213,0.663
10214,0.4411
10215,0.3824
10216,0.3688
10217,1.8418
10218,2.1433
10219,0.3878
10220,0.3648
10221,2.0626
10222,0.566
10223,0.3937
10224,0.5236
10225,1.7763
10226,0.4241
10227,2.2671
10228,2.1077
10229,1.6689
10230,0.8067
10231,1.6785
10232,0.4557
10233,0.5889
10234,0.8505
10235,0.402
10236,0.4201
10237,0.8274
10238,0.6398
10239,0.366
10240,0.4639
10241,2.2001
10242,0.7089
10243,1.9784
10244,0.4324
10245,0.6237
10246,0.7093
10247,0.7292
10248,0.7618
10249,2.2345
10250,0.4625
10251,2.0344
10252,0.5311
10253,0.6727
10254,0.6959
10255,0.4327
10256,0.6458
10257,0.3631
10258,1.7987
10259,1.2643
10260,0.4133
10261,0.5428
10262,0.3818
10263,0.365
10264,0.5188
10265,0.3905
10266,0.6294
10267,0.6677
10268,1.2652
10269,0.716
10270,0.4724
10271,0.5329
10272,0.471
10273,0.4829
10274,0.6137
10275,0.6441
10276,1.4622
10277,0.4452
10278,0.4886
10279,0.6627
10280,0.3836
10281,1.7787
10282,0.6626
10283,1.6913
10284,0.681
10285,0.5473
10286,0.3746
10287,0.5802
10288,0.6311
10289,0.4602
10290,1.9631
10291,0.7999
10292,0.4944
10293,1.8456
10294,0.814
10295,0.6588
10296,0.4528
10297,1.3582
10298,0.3714
10299,0.4303
10300,0.5492
10301,2.0166
10302,1.3461
10303,0.3608
10304,1.6077
10305,0.614
10306,0.3606
10307,0.3381
10308,0.7094
10309,2.2253
10310,2.1946
10311,0.6451
10312,0.3708
10313,2.0897
10314,1.9819
10315,1.7852
10316,0.4421
10317,0.7417
10318,0.4036
10319,0.5809
10320,0.6468
10321,0.3966
10322,0.5333
10323,1.5436
10324,0.4606
10325,2.1009
10326,0.588
10327,0.4427
10328,0.3513
10329,1.599
10330,0.8214
10331,0.7172
10332,0.5098
10333,0.6878
10334,0.6293
10335,2.0819
10336,1.7542
10337,2.116
10338,0.3754
10339,0.3669
10340,2.3279
10341,0.3957
10342,0.7431
10343,0.4118
10344,0.4227
10345,0.3896
10346,0.4454
10347,2.3376
10348,0.7818
10349,0.8049
10350,1.3134
10351,0.7682
10352,0.6657
10353,0.4371
10354,2.1295
10355,0.6816
10356,0.7208
10357,0.7921
10358,0.4256
10359,2.2375
10360,0.529
10361,0.3677
10362,0.4023
10363,0.5489
10364,1.9885
10365,0.5285
10366,0.7775
10367,2.1278
10368,0.4707
10369,0.5298
10370,0.3663
10371,0.4002
10372,0.3861
10373,1.771
10374,0.7487
10375,1.9299
10376,0.6749
10377,0.6587
10378,0.651
10379,0.3959
10380,0.3954
10381,0.4665
10382,0.8227
10383,1.7985
10384,1.8156
10385,0.5928
10386,0.6363
10387,0.4067
10388,2.2023
10389,1.9979
10390,0.4183
10391,0.5218
10392,0.4634
10393,0.4881
10394,0.4259
10395,0.575
10396,0.8013
10397,0.4585
10398,0.4099
10399,2.2557
10400,0.7386
10401,0.83
10402,2.3933
10403,2.1077
10404,0.4294
10405,1.3901
10406,0.429
10407,2.0227
10408,0.4267
10409,2.3219
10410,0.5173
10411,0.6992
10412,0.5424
10413,2.1698
10414,0.5561
10415,2.1618
10416,0.4492
10417,0.5406
10418,0.4562
10419,0.6667
10420,0.8219
10421,1.5128
10422,1.3222
10423,0.669
10424,0.36
10425,0.565
10426,0.3622
10427,0.727
10428,2.2822
10429,1.5013
10430,2.2449
10431,1.6425
10432,1.5253
10433,2.3359
10434,0.4602
10435,0.4374
10436,0.7353
10437,1.8361
10438,2.2351
10439,2.1582
10440,0.408
10441,0.7297
10442,2.035
10443,1.2184
10444,0.478
10445,0.3679
10446,0.511
10447,0.5043
10448,2.0421
10449,0.3629
10450,2.2885
10451,0.6298
10452,0.6287
10453,0.3841
10454,0.5374
10455,1.7498
10456,0.4478
10457,0.3742
10458,2.3728
10459,2.2113
10460,0.7504
10461,0.6829
10462,0.4731
10463,0.6236
10464,0.6951
10465,0.3582
10466,0.826
10467,0.4265
10468,0.4261
10469,0.4202
10470,2.1114
10471,2.1698
10472,1.6809
10473,2.0345
10474,0.7729
10475,0.539
10476,1.3668
10477,0.4669
10478,0.5124
10479,0.5058
10480,1.9543
10481,0.7068
10482,0.4142
10483,0.7235
10484,0.3984
10485,0.4106
10486,0.3965
10487,2.1827
10488,0.6198
10489,0.3572
10490,0.4167
10491,0.6773
10492,0.6813
10493,0.6192
10494,0.7465
10495,1.7436
10496,0.578
10497,0.6987
10498,2.1194
10499,1.0772
10500,0.6135
10501,0.7078
10502,0.3551
10503,0.4711
10504,1.8909
10505,0.4293
10506,1.8365
10507,0.3954
10508,0.8226
10509,1.4983
10510,1.6429
10511,0.4583
10512,1.6614
10513,1.8576
10514,0.7012
10515,0.5117
10516,2.0449
10517,0.38
10518,0.5277
10519,2.0784
10520,2.1335
10521,0.5884
10522,0.4119
10523,0.4325
10524,0.7024
10525,0.7842
10526,2.1677
10527,1.7435
10528,2.2158
10529,2.0639
10530,1.8969
10531,1.9225
10532,0.3642
10533,0.4506
10534,0.6565
10535,0.526
10536,2.1956
10537,2.3748
10538,1.7786
10539,0.5516
10540,0.4587
10541,0.556
10542,0.3833
10543,0.4625
10544,0.5476
10545,2.2164
10546,0.7298
10547,0.4097
10548,2.1205
10549,0.6
10550,0.6611
10551,0.5027
10552,2.3217
10553,0.3718
10554,0.4769
10555,0.4149
10556,0.6232
10557,0.5726
10558,0.9166
10559,0.6273
10560,0.6253
10561,1.4057
10562,0.7678
10563,2.2704
10564,0.6661
10565,0.3695
10566,0.3979
10567,0.8476
10568,0.6726
10569,1.8595
10570,0.4448
10571,0.5084
10572,0.7026
10573,0.3651
10574,2.119
10575,0.4667
10576,0.6613
10577,0.4197
10578,0.662
10579,2.245
10580,0.6783
10581,0.352
10582,0.6507
10583,1.8888
10584,2.0193
10585,0.4733
10586,1.4436
10587,1.8254
10588,0.7206
10589,0.4217
10590,1.4494
10591,0.5194
10592,0.3846
10593,0.7143
10594,1.1895
10595,1.3215
10596,0.7195
10597,0.4457
10598,0.5011
10599,0.8097
10600,0.825
10601,2.0881
10602,0.6015
10603,0.4053
10604,1.6634
10605,0.6627
10606,1.6167
10607,1.365
10608,0.4144
10609,2.3015
10610,0.747
10611,0.5435
10612,0.4842
10613,0.4934
10614,0.8162
10615,2.1392
10616,1.3031
10617,1.8383
10618,0.3937
10619,1.913
10620,0.6755
10621,0.6009
10622,2.266
10623,0.4306
10624,0.5092
10625,0.4019
10626,0.837
10627,0.5706
10628,0.4979
10629,1.8412
10630,0.4057
10631,0.5299
10632,0.7093
10633,0.4549
10634,0.8034
10635,0.4409
10636,0.4859
10637,0.6072
10638,1.309
10639,1.4992
10640,0.3854
10641,0.6921
10642,2.0752
10643,0.4459
10644,0.5505
10645,0.6621
10646,2.422
10647,0.4471
10648,1.711
10649,0.5847
10650,0.5374
10651,1.9186
10652,0.4094
10653,0.4393
10654,0.4567
10655,0.7392
10656,0.4286
10657,0.4544
10658,1.9078
10659,2.2735
10660,0.5942
10661,1.1005
10662,0.835
10663,2.2729
10664,0.5654
10665,2.1797
10666,0.9506
10667,0.4687
10668,0.8459
10669,1.5065
10670,0.3987
10671,2.0545
10672,0.5437
10673,0.4396
10674,0.3695
10675,1.9764
10676,2.0865
10677,0.6682
10678,2.3024
10679,1.9927
10680,0.4409
10681,0.4096
10682,0.5172
10683,1.85
10684,0.5417
10685,2.2161
10686,1.3929
10687,0.6758
10688,0.3701
10689,1.197
10690,2.3691
10691,2.0038
10692,1.526
10693,0.8585
10694,0.6925
10695,1.7768
10696,2.1306
10697,0.4791
10698,0.6988
10699,0.4575
10700,1.7572
10701,0.7775
10702,0.4792
10703,0.439
10704,1.5483
10705,0.7496
10706,1.5662
10707,0.6502
10708,1.8949
10709,0.6001
10710,1.6689
10711,0.4045
10712,0.6568
10713,2.3413
10714,0.5949
10715,1.9488
10716,0.3743
10717,0.6911
10718,0.4899
10719,0.4936
10720,0.5352
10721,1.8293
10722,0.5988
