_id	data_resolution	location_distribution	owner	place_name	polygon
50f38cfbfdc9f065f000075a	500	randomly	deepak.jagdish@gmail.com	Prague	14.41619070712477,50.14997887674086,14.46837576571852,50.150858846326,14.513007723726332,50.15305871287325,14.55901297274977,50.13281624665301,14.624244295991957,50.12181131325944,14.626990878023207,50.1068405159101,14.53429373446852,50.09450813136895,14.554893099702895,50.07512225533352,14.566566073335707,50.0513198087297,14.559699618257582,50.03147539136898,14.535667025484145,50.04514686903647,14.495154940523207,50.05484684637987,14.555579745210707,50.029269949729915,14.526740633882582,50.01603517295812,14.492408358491957,50.021329521217396,14.48485525790602,50.04250108040634,14.459449374116957,50.038091108617444,14.438850008882582,49.995293357958666,14.401771151460707,49.982932277404885,14.390098177827895,50.021329521217424,14.349586092866957,50.02882884924849,14.30632742587477,50.057491954493024,14.307014071382582,50.07776624556962,14.341346346773207,50.08790019082257,14.35851248446852,50.10243645730557,14.393531405366957,50.14161835806272
50f38e44fdc9f065f0000855	250	randomly	deepak.jagdish@gmail.com	Rio De Janeiro	-43.29018441871085,-22.765601791854333,-43.41858712867179,-22.77256629528111,-43.45360604580492,-22.86117435293053,-43.452919400297105,-22.897233963283593,-43.41240731533617,-22.907986729260873,-43.39661446865648,-22.954150675134073,-43.34648934658617,-22.950989263123244,-43.332069790922105,-22.94909238045866,-43.34099618252367,-22.885847752599645,-43.30254403408617,-22.899764102562962,-43.26752511318773,-22.916208857324726,-43.25379220303148,-22.943401572922827,-43.23456611833535,-22.96173776734694,-43.25585212907754,-22.97248541249943,-43.33893623552285,-22.996506470016794,-43.39661446865648,-22.996506460372068,-43.44811288174242,-22.99397812917698,-43.48656503017992,-23.014203452725443,-43.483131802640855,-23.035057641822576,-43.39661446865648,-23.022419124409296,-43.30391732510179,-23.023051088065294,-43.274391557788476,-23.00472321937178,-43.27439303011511,-23.00442390875497,-43.243492509936914,-22.9996668174247,-43.19268075283617,-22.993346043802795,-43.15148202236742,-22.966163366941867,-43.172768033109605,-22.951621551435267,-43.15972176846117,-22.911149145226062,-43.17414132412523,-22.89660142109004,-43.19268075283617,-22.89090840863459,-43.20298043921866,-22.8953363326809,-43.222893158945226,-22.840293365960683
50f38f8afdc9f065f00008e6	500	randomly	deepak.jagdish@gmail.com	San Francisco	-122.47757759556407,37.81317748254295,-122.51671638950938,37.779537328662734,-122.51465645298595,37.756197258997496,-122.50710335240001,37.72578985511559,-122.48307075700723,37.71566771653061,-122.46041145524941,37.70534666820033,-122.44118538103066,37.70534666820033,-122.42152665875494,37.70440229136873,-122.4047931691166,37.69611082757792,-122.40547981462441,37.674918375027325,-122.42607917985879,37.67437489918934,-122.41505963784402,37.659402286917306,-122.42813911638223,37.64773970719518,-122.40273323259316,37.645021293162465,-122.37870063981973,37.64556498392827,-122.3773273488041,37.667309351061526,-122.38762703142129,37.67980947843606,-122.39106025896035,37.70317364933255,-122.35947456560098,37.715667733107,-122.35466804966563,37.72796222735126,-122.3745807693922,37.733392879155005,-122.36565437779063,37.741538110078835,-122.38076057896251,37.74913951704028,-122.38488045200938,37.786049529950496,-122.40547981724376,37.811007620599675,-122.43569221958751,37.80775268742377,-122.45835152134532,37.80666768057368
50f39092fdc9f065f000097d	250	randomly	deepak.jagdish@gmail.com	Sao Paulo	-46.655434043495916,-23.447795705235357,-46.584022910683416,-23.464803108539176,-46.50574532279279,-23.548548313837106,-46.5558704448631,-23.621545718219533,-46.5998157573631,-23.65551341040852,-46.65406075771898,-23.67249395002147,-46.71105232962873,-23.642933813823387,-46.74744454154279,-23.608962857827542,-46.76392403373029,-23.542253530735127,-46.7261585308006,-23.482438098431714,-46.6931995464256,-23.46039399210483
50f39187fdc9f065f00009f1	500	randomly	deepak.jagdish@gmail.com	Seattle	-122.31584137422033,47.736880623024874,-122.27944916230626,47.71378580242261,-122.27120941621251,47.690680741795425,-122.24717682343908,47.68097356256838,-122.27464264375158,47.64952839557724,-122.27944916230626,47.61436137900027,-122.28150908835232,47.57870750315321,-122.26640288718045,47.568516233237,-122.2581631410867,47.55415242106267,-122.2691494692117,47.527267614460904,-122.29043547995389,47.52170351936711,-122.32614104636014,47.52634030626345,-122.32476775534451,47.542565832894965,-122.34330718405545,47.53283111937687,-122.39343230612576,47.51613881993287,-122.39823882468045,47.54859116425712,-122.41609160788357,47.57129585690247,-122.38793914206326,47.59815808350481,-122.36939971335232,47.58611810036727,-122.3460537660867,47.58797058576169,-122.33850066550076,47.602325124606345,-122.35086028464139,47.60926945556232,-122.36596649629064,47.624543738551225,-122.39068573457189,47.63009691701828,-122.41540497285314,47.6425894114465,-122.42776459199376,47.662016244099675,-122.40691975148468,47.697391309911694,-122.37901276093908,47.723024959422546
50f39436fdc9f065f0000acc	250	randomly	deepak.jagdish@gmail.com	Singapore	103.79639951046556,1.4239444746555971,103.8149409391765,1.3964869735174719,103.82661391280931,1.3655969016209002,103.84103346847337,1.3292147529143543,103.80258132003587,1.3408845578247277,103.77717543624681,1.3566730392387236,103.77992201827806,1.3868767824870254,103.76687575362962,1.3827581022627389,103.74833632491868,1.3916818776601163,103.73391676925462,1.3848174380324072,103.74970961593431,1.3566730287642539,103.7270503141765,1.346376211502282,103.7050776579265,1.3292147529143543,103.78129530929368,1.2893997227316116,103.79914809249681,1.2626271888803096,103.8259272673015,1.2351678724786774,103.84995986007493,1.24615162506213,103.83073378585618,1.26468661395003,103.87467709835619,1.2777296676728136,103.89252988155931,1.2948914794607405,103.91656247433275,1.3031291079414247,103.95364133175462,1.3106802437189453,104.02230788253587,1.3209772103319282,104.03741408370774,1.358045934428604,103.99415541671556,1.3937412056568779,103.96531630538743,1.3806987647064386,103.94059706710618,1.3806987647064386,103.93098402999681,1.3971734149816575,103.91519118331712,1.4102157645776736,103.87948561691087,1.432868092406339,103.85613966964524,1.432181661503147,103.84583798702806,1.4603251588065693
50f3953dfdc9f065f0000b2f	500	randomly	deepak.jagdish@gmail.com	Stockholm	18.097422122955322,59.37206743981924,18.032877445220947,59.38640699085569,18.001978397369385,59.384658589734855,17.972452640533447,59.381161516996144,17.988245487213135,59.37276707079103,17.963526248931885,59.352471913392655,17.95940637588501,59.3272610351417,17.958719730377197,59.31254604642245,17.980692386627197,59.301330350453604,17.984812259674072,59.287305528642214,18.035624027252197,59.26766107057652,18.100855350494385,59.25994050167491,18.124887943267822,59.26345006807067,18.161966800689697,59.26274818438113,18.11046838760376,59.304835658780185,18.12694787979126,59.3276113143821,18.21483850479126,59.33006316797165,18.207285404205322,59.369968460324145,18.125574588775635,59.39165165326029
50f3961cfdc9f065f0000bc2	500	randomly	deepak.jagdish@gmail.com	Sydney	151.206962170545,-33.80810377962942,151.28661507040601,-33.84289950126289,151.29004629794508,-33.89250167921347,151.25434273153883,-33.99105020977212,151.2145172920857,-33.98706491205651,151.1808716622029,-33.97112185236,151.16919668857008,-33.946062432825464,151.15615042392164,-33.9659966625103,151.14379080478102,-34.00243574475633,151.1128937778842,-33.992188823246416,151.08542793661695,-33.97852435036867,151.05864876181226,-33.9722607328032,151.02568977743726,-33.95517579434366,151.00097053915601,-33.94549282347624,151.0057770577107,-33.90674985555004,151.03461616903883,-33.90731972403555,151.03873602113094,-33.84404010483374,151.04972034925595,-33.8052510434688,151.09366766175594,-33.81494995835376,151.11701160902157,-33.78356714082193
50f39725fdc9f065f0000c38	500	randomly	deepak.jagdish@gmail.com	Taipei	121.45186573499814,25.107634712078177,121.5212169312872,25.08711471515457,121.54250494202938,25.069701110051117,121.62902227601376,25.078408222193048,121.62490040296689,25.05352911674272,121.587823545545,25.04855268943107,121.57821050843563,25.027400620088187,121.5486847515997,25.02242313257553,121.5596710797247,25.00064425176703,121.55898445517164,24.98135116141938,121.53289192587476,24.97139225281021,121.5129792061482,24.98944218087474,121.48139351278883,24.99006454493214,121.44431265536696,24.966412496166363,121.40517586142164,24.95084945792774,121.39418953329664,24.96890239968019,121.40517586142164,24.982595968297918,121.4305817452107,25.002511164306107,121.41478889853101,25.01184530143843,121.4250885811482,25.03300005222799,121.44293934339657,25.077164386935237
50f39811fdc9f065f0000cff	250	randomly	deepak.jagdish@gmail.com	Tel Aviv	34.790302079636604,32.146279092563226,34.7734792646952,32.103537831515034,34.75974635453895,32.06746841713825,34.751849931199104,32.060776570917,34.742580216843635,32.04535433513639,34.73949031205848,32.01886858559105,34.77691249223426,32.0351684082593,34.78686885209754,32.03836982624923,34.808498185593635,32.0348773719768,34.83287410112098,32.04506332013192,34.81364802690223,32.06164944548678,34.804034989792854,32.07125055595039,34.81055812211707,32.08812280771282,34.84557704301551,32.10411947959319,34.84557704301551,32.12709161510684,34.82703761430457,32.13697657729063,34.80369166703895,32.14250006018548
50f3996efdc9f065f0000e1b	250	randomly	deepak.jagdish@gmail.com	Toronto	-79.44687690935098,43.79483555785309,-79.46884956560098,43.78492201060691,-79.50661506853066,43.77351939850612,-79.54232063493691,43.761618702234884,-79.57390632829629,43.73384118809426,-79.64188422309235,43.749219633437555,-79.68514289008453,43.71399224801944,-79.68239630805328,43.677254329722416,-79.62883795844391,43.651425030569676,-79.56635324211675,43.66185741632842,-79.49768869002583,43.67278469212045,-79.43245736809331,43.63701538684708,-79.40155832024175,43.62210523736982,-79.3878254100855,43.60768857702687,-79.33907357903081,43.62906376741779,-79.30954781499167,43.65937371364461,-79.23470346053364,43.703072537964225,-79.24500314315083,43.75467556625574,-79.26834909041645,43.774511046579605,-79.29444161971333,43.76657764369216,-79.33495368633885,43.76112278850732,-79.37546577129979,43.75864315821023,-79.41872444353066,43.77946885873593
50f39a95fdc9f065f0000e96	500	randomly	deepak.jagdish@gmail.com	Warsaw	20.91411026660353,52.36605692649293,21.008867346681654,52.26699702673652,20.91136368457228,52.32746672465138,20.879777991212904,52.34676603630571,20.86192520800978,52.3341804839738,20.90587052050978,52.27792127491885,20.88939102832228,52.22579681271902,20.89763077441603,52.196344636049496,20.94157608691603,52.16350354712359,21.014360510744154,52.13991032835546,21.07341202441603,52.12305039207503,21.165422522462904,52.13485304311073,21.08439835254103,52.205603156054245,21.05418595019728,52.224114358635774,21.088518225587904,52.21485972163337,21.132463538087904,52.17445327984738,21.18876846972853,52.14075318341451,21.19426163379103,52.19971161011381,21.198381506837904,52.23420812692958,21.16679581347853,52.26363517795641,21.113237463869154,52.30312080427869,21.06791886035353,52.33501963224137,20.96080216113478,52.37024948404652
