epsilon,seed,method,balancedness_est,all_mse,related_mse,outlier_mse,selected_q
0.2,111,DP,1.0000000000000007,0.07422649175105502,0.040550028844443003,0.20893234337750302,
0.2,111,ITL,1.0000000000000007,0.05666063091019222,0.04382156653255881,0.10801688842072583,
0.2,111,ARMUL,1.0000000000000007,0.05672063739259008,0.040024605370084704,0.12350476548261158,0.1
0.2,111,OURS,1.0000000000000007,0.03611012463203559,0.0002944959888115302,0.17937263920493188,16.0
0.2,121,DP,1.0000000000000007,0.05363839946017386,0.03709849951121291,0.11979799925601763,
0.2,121,ITL,1.0000000000000007,0.047933134097019346,0.03412478913194917,0.10316651395730003,
0.2,121,ARMUL,1.0000000000000007,0.04927123946310812,0.03251908593183304,0.11627985358820847,0.1
0.2,121,OURS,1.0000000000000007,0.028513226524285108,0.002211412372943243,0.13372048312965254,16.0
0.2,131,DP,1.0000000000000007,0.057167023377523093,0.049432073043554535,0.0881068247133973,
0.2,131,ITL,1.0000000000000007,0.05337755370495476,0.049345980608274304,0.0695038460916766,
0.2,131,ARMUL,1.0000000000000007,0.0544755514740084,0.049183677540106836,0.07564304720961465,0.1
0.2,131,OURS,1.0000000000000007,0.017282995494045956,0.004386414322107694,0.068869320181799,16.0
0.2,141,DP,1.0000000000000007,0.05010478311282178,0.04293653876153224,0.07877776051797993,
0.2,141,ITL,1.0000000000000007,0.04734953858061135,0.0414665649688784,0.0708814330275432,
0.2,141,ARMUL,1.0000000000000007,0.047904804277659155,0.0408397074106262,0.076165191745791,0.1
0.2,141,OURS,1.0000000000000007,0.01872091121432222,0.0007889122309370865,0.09044890714786273,16.0
0.2,151,DP,1.0000000000000007,0.05017014354369616,0.03644580438237693,0.10506750018897308,
0.2,151,ITL,1.0000000000000007,0.0459050206707745,0.036231009955646376,0.084601063531287,
0.2,151,ARMUL,1.0000000000000007,0.043579461801278155,0.03264220004354562,0.08732850883220829,0.1
0.2,151,OURS,1.0000000000000007,0.021900457105165003,0.0015208612923208818,0.10341884035654149,16.0
0.2,161,DP,1.0000000000000007,0.06269137940953312,0.04588817525834682,0.1299041960142783,
0.2,161,ITL,1.0000000000000007,0.05975520689752171,0.04315100313356649,0.12617202195334262,
0.2,161,ARMUL,1.0000000000000007,0.06269137940953312,0.04588817525834682,0.1299041960142783,0.4
0.2,161,OURS,1.0000000000000007,0.0221355701217683,0.003011919173999537,0.09863017391284333,16.0
0.2,171,DP,1.0000000000000007,0.06426792601992025,0.03396841192228189,0.18546598241047377,
0.2,171,ITL,1.0000000000000007,0.05525194194509483,0.03813994827726077,0.12369991661643104,
0.2,171,ARMUL,1.0000000000000007,0.054342505873125356,0.033343564666415526,0.13833827069996465,0.1
0.2,171,OURS,1.0000000000000007,0.026714855707205703,0.0010279343150431405,0.12946254127585596,16.0
0.2,181,DP,1.0000000000000007,0.056191148761867975,0.03847933193797236,0.12703841605745048,
0.2,181,ITL,1.0000000000000007,0.053904742803190554,0.04288205458458743,0.09799549567760302,
0.2,181,ARMUL,1.0000000000000007,0.051708813514864484,0.03413044348881597,0.12202229361905853,0.1
0.2,181,OURS,1.0000000000000007,0.027118682813956695,0.002521114442323028,0.1255089563004914,16.0
0.2,191,DP,1.0000000000000007,0.05653665347038154,0.04202681316578199,0.1145760146887798,
0.2,191,ITL,1.0000000000000007,0.048744201024639104,0.03861647751794287,0.08925509505142405,
0.2,191,ARMUL,1.0000000000000007,0.04991808978393562,0.0389458250042315,0.09380714890275203,0.1
0.2,191,OURS,1.0000000000000007,0.026299179271009613,0.005105227411232033,0.11107498671011995,4.0
0.2,201,DP,1.0000000000000007,0.060600671454333975,0.040620101573227256,0.14052295097876086,
0.2,201,ITL,1.0000000000000007,0.05256717903640275,0.03885924955436567,0.10739889696455109,
0.2,201,ARMUL,1.0000000000000007,0.052914535170650104,0.036543128924321815,0.11840016015596329,0.1
0.2,201,OURS,1.0000000000000007,0.026371520354177815,0.0006226675938662512,0.12936693139542407,16.0
0.2,211,DP,1.0000000000000007,0.04618871684875119,0.03895120326297449,0.07513877119185798,
0.2,211,ITL,1.0000000000000007,0.042397711306582556,0.03489420087707981,0.07241175302459357,
0.2,211,ARMUL,1.0000000000000007,0.04304894732423941,0.034930799007270745,0.07552154059211409,0.1
0.2,211,OURS,1.0000000000000007,0.02053298130117532,0.0014773831409051214,0.09675537394225615,16.0
0.2,221,DP,1.0000000000000007,0.0470498837750133,0.03431750249576467,0.09797940889200778,
0.2,221,ITL,1.0000000000000007,0.043457174834970996,0.03238547829492395,0.08774396099515913,
0.2,221,ARMUL,1.0000000000000007,0.04444101458606934,0.031868124990050595,0.09473257297014437,0.1
0.2,221,OURS,1.0000000000000007,0.017510810296324276,0.0011257138874792188,0.08305119593170451,16.0
0.2,231,DP,1.0000000000000007,0.05466214434963145,0.045977334351842224,0.08940138434078838,
0.2,231,ITL,1.0000000000000007,0.051816754791331056,0.04382097957785406,0.08379985564523905,
0.2,231,ARMUL,1.0000000000000007,0.05466214434963145,0.045977334351842224,0.08940138434078838,0.4
0.2,231,OURS,1.0000000000000007,0.015627690521996758,0.001967223073782099,0.07026956031485539,16.0
0.2,241,DP,1.0000000000000007,0.05980076013463264,0.04287180481556683,0.12751658141089586,
0.2,241,ITL,1.0000000000000007,0.05056911460813208,0.039282526949226966,0.09571546524375256,
0.2,241,ARMUL,1.0000000000000007,0.05389396891050182,0.03990000059862739,0.10986984215799955,0.1
0.2,241,OURS,1.0000000000000007,0.03039429030003811,0.0011481563469077597,0.14737882611255954,16.0
0.2,251,DP,1.0000000000000007,0.05026435054852943,0.041824698234025404,0.08402295980654552,
0.2,251,ITL,1.0000000000000007,0.045053767714247024,0.03903631951744999,0.06912356050143513,
0.2,251,ARMUL,1.0000000000000007,0.04475811776910226,0.03789624050053773,0.07220562684336039,0.1
0.2,251,OURS,1.0000000000000007,0.02056264074522502,0.0010598281148043382,0.09857389126690776,16.0
0.2,261,DP,1.0000000000000007,0.04387221095370359,0.036899500999760415,0.07176305076947624,
0.2,261,ITL,1.0000000000000007,0.0400989247760241,0.035920877805047775,0.05681111265992941,
0.2,261,ARMUL,1.0000000000000007,0.03959057576095927,0.033488453287933734,0.06399906565306145,0.1
0.2,261,OURS,1.0000000000000007,0.02307586463813882,0.0018626730666252,0.1079286309241933,16.0
0.2,271,DP,1.0000000000000007,0.0457351917762301,0.037467544846864216,0.07880577949369362,
0.2,271,ITL,1.0000000000000007,0.04219732780413316,0.03485057130851948,0.07158435378658785,
0.2,271,ARMUL,1.0000000000000007,0.04148737627055981,0.03216653167338702,0.078770754659251,0.1
0.2,271,OURS,1.0000000000000007,0.023749269472345527,0.0009661544005298272,0.11488172975960832,16.0
0.2,281,DP,1.0000000000000007,0.045843888961125574,0.03730837046843402,0.07998596293189177,
0.2,281,ITL,1.0000000000000007,0.04371215833056544,0.038153351727584835,0.06594738474248783,
0.2,281,ARMUL,1.0000000000000007,0.041913644311700936,0.03456239858586541,0.07131862721504302,0.1
0.2,281,OURS,1.0000000000000007,0.017131782326653498,0.0009129354282505126,0.08200716992026542,16.0
0.2,291,DP,1.0000000000000007,0.05208772480339172,0.04074663306340129,0.09745209176335345,
0.2,291,ITL,1.0000000000000007,0.04442803107393016,0.034861783095840905,0.0826930229862872,
0.2,291,ARMUL,1.0000000000000007,0.047507253219056834,0.03634828294330785,0.09214313432205283,0.1
0.2,291,OURS,1.0000000000000007,0.026748794953043553,0.002779904158875754,0.12262435812971477,16.0
0.3,1,DP,1.0000000000000004,0.06540146841727995,0.043608087704420755,0.11625269008061807,
0.3,1,ITL,1.0000000000000004,0.053866674760135555,0.03823065277191144,0.09035072606599184,
0.3,1,ARMUL,1.0000000000000004,0.05984375499835439,0.04054878161668317,0.10486535955558723,0.1
0.3,1,OURS,1.0000000000000004,0.038852833061129154,0.0051239520965575625,0.11755355531179619,16.0
0.3,11,DP,1.0000000000000004,0.0747394356869504,0.032441544647725896,0.17343451477847424,
0.3,11,ITL,1.0000000000000004,0.061931214100278624,0.04160615703084915,0.10935634726228072,
0.3,11,ARMUL,1.0000000000000004,0.05841474800802829,0.032208435265383514,0.11956281107419943,0.1
0.3,11,OURS,1.0000000000000004,0.037137763731768324,0.00404391235182928,0.1143567502849594,16.0
0.3,21,DP,1.0000000000000004,0.05244676884148917,0.041948846141643084,0.07694192180779669,
0.3,21,ITL,1.0000000000000004,0.0453789282722793,0.036943800259984796,0.06506089363429983,
0.3,21,ARMUL,1.0000000000000004,0.048163799577062454,0.03881723997394161,0.06997243865101108,0.1
0.3,21,OURS,1.0000000000000004,0.0310610254134463,0.0010280418169792249,0.10113798713853613,16.0
0.3,31,DP,1.0000000000000004,0.06454388307724639,0.04951352676444267,0.09961471447378836,
0.3,31,ITL,1.0000000000000004,0.05246860382493102,0.043264901132775015,0.07394391010662839,
0.3,31,ARMUL,1.0000000000000004,0.05664980335586133,0.046099048857026294,0.08126823051980975,0.1
0.3,31,OURS,1.0000000000000004,0.03419918097609097,0.004462097871475749,0.10358570822019314,16.0
0.3,41,DP,1.0000000000000004,0.06324096664214407,0.0433281442536946,0.10970421888185954,
0.3,41,ITL,1.0000000000000004,0.054601936503409484,0.04188518559885813,0.08427435528069602,
0.3,41,ARMUL,1.0000000000000004,0.058078942760493774,0.04130073084908223,0.0972281038871207,0.1
0.3,41,OURS,1.0000000000000004,0.03461203538588113,0.004047595271690088,0.10592906231899356,16.0
0.3,51,DP,1.0000000000000004,0.07602148435948389,0.03705195346839253,0.1669503897720304,
0.3,51,ITL,1.0000000000000004,0.06514670135894263,0.04821534666280363,0.10465319564993367,
0.3,51,ARMUL,1.0000000000000004,0.061654306535938445,0.038508225424156516,0.1156618291300963,0.1
0.3,51,OURS,1.0000000000000004,0.03258069845672405,0.002822243098277568,0.10201709429309919,8.0
0.3,61,DP,1.0000000000000004,0.06044885565779394,0.04889445914546931,0.08740911418655141,
0.3,61,ITL,1.0000000000000004,0.05151135151515383,0.04397534019950188,0.06909537791834174,
0.3,61,ARMUL,1.0000000000000004,0.053567174989572676,0.045295009152067814,0.07286889527708403,0.1
0.3,61,OURS,1.0000000000000004,0.02659741964763732,0.004306203768520287,0.07861025669891039,16.0
0.3,71,DP,1.0000000000000004,0.07913920568402587,0.041597001815160434,0.16673768137804512,
0.3,71,ITL,1.0000000000000004,0.060934817893271154,0.03875312122153906,0.11269211012731269,
0.3,71,ARMUL,1.0000000000000004,0.06825250673518975,0.040183437607977955,0.13374700136535053,0.1
0.3,71,OURS,1.0000000000000004,0.047642900457100776,0.013592949093098782,0.12709278697310544,1.0
0.3,81,DP,1.0000000000000004,0.06763678429197682,0.048472658984573,0.11235307667591904,
0.3,81,ITL,1.0000000000000004,0.052774081075294244,0.03881400451862832,0.08534759304084807,
0.3,81,ARMUL,1.0000000000000004,0.06386311812435601,0.04453591011861159,0.1089599368044263,0.1
0.3,81,OURS,1.0000000000000004,0.04420307901612084,0.003198892799468725,0.1398795135216424,16.0
0.3,91,DP,1.0000000000000004,0.0847900442024218,0.036204274108014384,0.19815684108937237,
0.3,91,ITL,1.0000000000000004,0.06654959486208605,0.043755002769896405,0.11973697641052852,
0.3,91,ARMUL,1.0000000000000004,0.06709361132099613,0.03800121143323367,0.13497587772577518,0.1
0.3,91,OURS,1.0000000000000004,0.045295237879043264,0.00015230933237380973,0.15062873782127198,16.0
0.3,101,DP,1.0000000000000004,0.06541151244469993,0.04158281901340085,0.1210117971177311,
0.3,101,ITL,1.0000000000000004,0.05506030076513356,0.035331463324208,0.10109425479395985,
0.3,101,ARMUL,1.0000000000000004,0.05935187991546111,0.03761696653368685,0.11006667780626772,0.1
0.3,101,OURS,1.0000000000000004,0.03466206562024251,0.000959814243686332,0.11330065216554026,16.0
0.3,111,DP,1.0000000000000004,0.06285705890879537,0.04608114253569323,0.10200086377936698,
0.3,111,ITL,1.0000000000000004,0.052215986379030604,0.042851781925863246,0.07406579676975446,
0.3,111,ARMUL,1.0000000000000004,0.0568819546278274,0.04491852880382058,0.08479661488384327,0.1
0.3,111,OURS,1.0000000000000004,0.03163030648789592,0.0034851514259395247,0.09730233496579417,16.0
0.3,121,DP,1.0000000000000004,0.06254547229609674,0.03272723598649537,0.13212135701849992,
0.3,121,ITL,1.0000000000000004,0.050022929581876055,0.034351141894899614,0.08659043418482107,
0.3,121,ARMUL,1.0000000000000004,0.0513178429887937,0.03058439933545441,0.09969587817991873,0.1
0.3,121,OURS,1.0000000000000004,0.039729878295859035,0.0012885144892617346,0.12942639384458607,16.0
0.3,131,DP,1.0000000000000004,0.05259093041180507,0.04393407889312144,0.07279025062206687,
0.3,131,ITL,1.0000000000000004,0.04479559787006069,0.034760673890275776,0.0682104204895588,
0.3,131,ARMUL,1.0000000000000004,0.047991041086110346,0.03877255505295588,0.06950084183013742,0.1
0.3,131,OURS,1.0000000000000004,0.0320563970358894,0.002584691717803406,0.10082370944475673,16.0
0.3,141,DP,1.0000000000000004,0.0699500759837007,0.04765433748280409,0.12197346581912615,
0.3,141,ITL,1.0000000000000004,0.062321532196707316,0.04888893886457108,0.09366424997169182,
0.3,141,ARMUL,1.0000000000000004,0.06391855257723549,0.047603007722389304,0.10198815723854328,0.1
0.3,141,OURS,1.0000000000000004,0.03069581348843086,0.0023378190586785842,0.09686446715785285,16.0
0.3,151,DP,1.0000000000000004,0.06105685397772687,0.03454872927260062,0.1229091449563548,
0.3,151,ITL,1.0000000000000004,0.045611053838152144,0.03035858087655573,0.08120015741521046,
0.3,151,ARMUL,1.0000000000000004,0.05087971550856215,0.032624277369360695,0.09347573783336556,0.1
0.3,151,OURS,1.0000000000000004,0.04310372252771996,0.004888234038439321,0.1322731956693748,8.0
0.3,161,DP,1.0000000000000004,0.06386703171824983,0.02514614663142362,0.15421576358751096,
0.3,161,ITL,1.0000000000000004,0.053263493587158796,0.03380117573985648,0.09867556856419751,
0.3,161,ARMUL,1.0000000000000004,0.0458856576687918,0.02429747647355089,0.09625808045768725,0.1
0.3,161,OURS,1.0000000000000004,0.03464823635612947,0.00848676612308507,0.09569166689989975,16.0
0.3,171,DP,1.0000000000000004,0.053752806129075605,0.04315689600638241,0.0784765964153597,
0.3,171,ITL,1.0000000000000004,0.04990147070968338,0.0399747385469814,0.07306384575598802,
0.3,171,ARMUL,1.0000000000000004,0.05066727963759396,0.040806592002519626,0.07367555078610075,0.1
0.3,171,OURS,1.0000000000000004,0.02227921073351632,0.0016334113265358842,0.07045274268313735,16.0
0.3,181,DP,1.0000000000000004,0.05939453742138043,0.04282513128651242,0.09805648506940581,
0.3,181,ITL,1.0000000000000004,0.050525950091486645,0.0398756217685167,0.07537671617841649,
0.3,181,ARMUL,1.0000000000000004,0.052675607508577936,0.04027335706491063,0.08161419187713496,0.1
0.3,181,OURS,1.0000000000000004,0.028188876677221288,0.0017447369747751148,0.08989186931626234,16.0
0.3,191,DP,1.0000000000000004,0.06074319807805279,0.035568533224545625,0.11948408273623613,
0.3,191,ITL,1.0000000000000004,0.05238979008242737,0.037400212554873594,0.08736547098005287,
0.3,191,ARMUL,1.0000000000000004,0.053539517461131565,0.033142779626505144,0.10113190574192649,0.1
0.3,191,OURS,1.0000000000000004,0.03450420134648944,0.0038323998210645855,0.10607173823914741,8.0
0.3,201,DP,1.0000000000000004,0.05809658083258746,0.03718331464719756,0.10689420193183055,
0.3,201,ITL,1.0000000000000004,0.04969429221200726,0.036374627728631634,0.08077350933988368,
0.3,201,ARMUL,1.0000000000000004,0.04920394542179847,0.03507807733124616,0.08216430429975387,0.1
0.3,201,OURS,1.0000000000000004,0.028633714472607083,0.000964287099474505,0.09319571167658308,16.0
0.3,211,DP,1.0000000000000004,0.07435500420440007,0.04875770071951187,0.1340820456691392,
0.3,211,ITL,1.0000000000000004,0.06463468999404547,0.04608931318360683,0.10790723588506902,
0.3,211,ARMUL,1.0000000000000004,0.06772610989197149,0.04657574776099769,0.11707695486424366,0.1
0.3,211,OURS,1.0000000000000004,0.037540968021075614,0.004021541320162285,0.11575296365654004,16.0
0.3,221,DP,1.0000000000000004,0.06773973670939794,0.046369502608847674,0.11760361627734854,
0.3,221,ITL,1.0000000000000004,0.05559966401645182,0.039727009931228296,0.0926358568819734,
0.3,221,ARMUL,1.0000000000000004,0.06165625770172901,0.043554519766683224,0.10389364621683582,0.1
0.3,221,OURS,1.0000000000000004,0.03500275200440017,0.004174800840905606,0.10693463805255415,8.0
0.3,231,DP,1.0000000000000004,0.08427488540626153,0.04711437174111995,0.1709827506249252,
0.3,231,ITL,1.0000000000000004,0.06515938614771358,0.0429658233792683,0.11694436594075255,
0.3,231,ARMUL,1.0000000000000004,0.07309962716515445,0.045055941662290586,0.13853489333850347,0.1
0.3,231,OURS,1.0000000000000004,0.04032362063261485,0.010704734303269783,0.10943435540108666,1.0
0.3,241,DP,1.0000000000000004,0.06377715523797865,0.04902797349200318,0.09819191264525477,
0.3,241,ITL,1.0000000000000004,0.054316554821152246,0.040986576265608074,0.08541983811742199,
0.3,241,ARMUL,1.0000000000000004,0.05974666655704665,0.04444537242734582,0.09544968619301526,0.1
0.3,241,OURS,1.0000000000000004,0.03378570759793003,0.0053237860701815,0.10019685782934329,16.0
0.3,251,DP,1.0000000000000004,0.050244557123487424,0.0376299766262738,0.0796785782836526,
0.3,251,ITL,1.0000000000000004,0.04467789444610192,0.031744113808386286,0.07485671593410508,
0.3,251,ARMUL,1.0000000000000004,0.04579219777580792,0.03131225857533578,0.0795787225769096,0.1
0.3,251,OURS,1.0000000000000004,0.031500119073902585,0.0012969216437215402,0.10197424641099172,16.0
0.3,261,DP,1.0000000000000004,0.06681323671659406,0.04247915842811514,0.12359275272304486,
0.3,261,ITL,1.0000000000000004,0.05951232398102016,0.045988905281902415,0.09106696761229488,
0.3,261,ARMUL,1.0000000000000004,0.05979610496667645,0.04147914072739205,0.1025356881916734,0.1
0.3,261,OURS,1.0000000000000004,0.032659972556880905,0.0018063311408736222,0.10465180252756456,16.0
0.3,271,DP,1.0000000000000004,0.08473219684047416,0.035790231383740094,0.19893011623952028,
0.3,271,ITL,1.0000000000000004,0.06946756822574637,0.03978256781557107,0.13873256918282215,
0.3,271,ARMUL,1.0000000000000004,0.06848608617970411,0.034796694225704784,0.14709466740570257,0.1
0.3,271,OURS,1.0000000000000004,0.045888719013463294,0.0008536240742443586,0.15097060720497416,16.0
0.3,281,DP,1.0000000000000004,0.062341204695736514,0.03883497416555174,0.11718907593283429,
0.3,281,ITL,1.0000000000000004,0.05408052861423081,0.03760094719030198,0.09253288527006472,
0.3,281,ARMUL,1.0000000000000004,0.057626386600909164,0.03534252667811348,0.1096220597540991,0.1
0.3,281,OURS,1.0000000000000004,0.03857560229720563,0.0021262110860262645,0.12362418178995749,8.0
0.3,291,DP,1.0000000000000004,0.07025870806520611,0.04290517314095705,0.1340836228884539,
0.3,291,ITL,1.0000000000000004,0.056721082498641925,0.041964663507658276,0.09115272681093708,
0.3,291,ARMUL,1.0000000000000004,0.05918189438858292,0.04107090260473983,0.10144087521755017,0.1
0.3,291,OURS,1.0000000000000004,0.03920046291719859,0.0008520596544791345,0.1286800705302107,16.0
0.4,1,DP,1.0000000000000004,0.08187691671029676,0.050119570560199465,0.1295129359354427,
0.4,1,ITL,1.0000000000000004,0.058764602782871905,0.04142287204917537,0.08477719888341671,
0.4,1,ARMUL,1.0000000000000004,0.06697632292945675,0.046529046437002855,0.09764723766813761,0.1
0.4,1,OURS,1.0000000000000004,0.06085566936387785,0.00968665687419539,0.13760918809840153,16.0
0.4,11,DP,1.0000000000000004,0.07656986981802548,0.05004026327285068,0.11636427963578762,
0.4,11,ITL,1.0000000000000004,0.062013360180288156,0.04353404457210183,0.08973233359256765,
0.4,11,ARMUL,1.0000000000000004,0.06988239902184791,0.046207699661721974,0.10539444806203681,0.1
0.4,11,OURS,1.0000000000000004,0.048972951535429445,0.005286416222292514,0.11450275450513485,16.0
0.4,21,DP,1.0000000000000004,0.07363512047117936,0.049004237085835095,0.11058144554919576,
0.4,21,ITL,1.0000000000000004,0.06450392503561939,0.043721821681800874,0.09567708006634716,
0.4,21,ARMUL,1.0000000000000004,0.06942298764522249,0.0447863343897354,0.10637796752845313,0.1
0.4,21,OURS,1.0000000000000004,0.04634569273600276,0.01808320210199563,0.08873942868701344,1.0
0.4,31,DP,1.0000000000000004,0.07487870909838026,0.047251736056476284,0.11631916866123627,
0.4,31,ITL,1.0000000000000004,0.05867845973833295,0.04148958923175353,0.0844617654982021,
0.4,31,ARMUL,1.0000000000000004,0.06546468585640383,0.04652223207822867,0.09387836652366659,0.1
0.4,31,OURS,1.0000000000000004,0.045197189355114235,0.0037183755097308876,0.10741541012318924,16.0
0.4,41,DP,1.0000000000000004,0.07054998221318101,0.05308419775178812,0.09674865890527033,
0.4,41,ITL,1.0000000000000004,0.059904107614173814,0.04585365126547806,0.08097979213721743,
0.4,41,ARMUL,1.0000000000000004,0.06510336793397002,0.048604492720403875,0.08985168075431925,0.1
0.4,41,OURS,1.0000000000000004,0.042825942183865526,0.0077197342238409135,0.09548525412390246,16.0
0.4,51,DP,1.0000000000000004,0.08542325840796865,0.03870826501005638,0.155495748504837,
0.4,51,ITL,1.0000000000000004,0.07504247994918108,0.04573813026085604,0.11899900448166863,
0.4,51,ARMUL,1.0000000000000004,0.0737316015484121,0.037971739958770484,0.12737139393287455,0.1
0.4,51,OURS,1.0000000000000004,0.036750867988410915,0.010396553702993774,0.07628233941653664,1.0
0.4,61,DP,1.0000000000000004,0.07254419516792972,0.05057865348663924,0.10549250768986539,
0.4,61,ITL,1.0000000000000004,0.05374266814730193,0.037958914160670716,0.07741829912724872,
0.4,61,ARMUL,1.0000000000000004,0.06686627715161345,0.0460855197414499,0.09803741326685873,0.1
0.4,61,OURS,1.0000000000000004,0.04985512122564728,0.007930869824548634,0.11274149832729526,16.0
0.4,71,DP,1.0000000000000004,0.07305039825209857,0.04687009675251851,0.11232085050146866,
0.4,71,ITL,1.0000000000000004,0.0654426003353954,0.04242326968281111,0.09997159631427183,
0.4,71,ARMUL,1.0000000000000004,0.06887027068955395,0.04505556480903992,0.104592329510325,0.1
0.4,71,OURS,1.0000000000000004,0.03956733287284678,0.003073567297065708,0.0943079812365184,16.0
0.4,81,DP,1.0000000000000004,0.06634498542357296,0.051961215685462886,0.08792064003073811,
0.4,81,ITL,1.0000000000000004,0.05588645275147281,0.03826294084463767,0.0823217206117255,
0.4,81,ARMUL,1.0000000000000004,0.06066201929243756,0.0436733450798403,0.08614503061133343,0.1
0.4,81,OURS,1.0000000000000004,0.042663445571342135,0.009337933464839066,0.09265171373109672,8.0
0.4,91,DP,1.0000000000000004,0.08057668140044556,0.03996924656227593,0.14148783365770004,
0.4,91,ITL,1.0000000000000004,0.05456406585109822,0.030564834632794573,0.09056291267855372,
0.4,91,ARMUL,1.0000000000000004,0.06250100443750094,0.03459124036069807,0.10436565055270529,0.1
0.4,91,OURS,1.0000000000000004,0.056240152002074564,0.0018663772826075574,0.13780081408127506,16.0
0.4,101,DP,1.0000000000000004,0.07354675834218853,0.04184915601464895,0.12109316183349794,
0.4,101,ITL,1.0000000000000004,0.05278450178769667,0.035353506113115385,0.07893099529956858,
0.4,101,ARMUL,1.0000000000000004,0.059143789844492756,0.037791555203727706,0.09117214180564032,0.1
0.4,101,OURS,1.0000000000000004,0.04972105184935085,0.006267384861872492,0.11490155233056841,8.0
0.4,111,DP,1.0000000000000004,0.07053945368372214,0.04435434599132381,0.10981711522231964,
0.4,111,ITL,1.0000000000000004,0.06030746728082597,0.04377037004286325,0.08511311313777005,
0.4,111,ARMUL,1.0000000000000004,0.06134398079324228,0.04157668545771795,0.09099492379652874,0.1
0.4,111,OURS,1.0000000000000004,0.042366812156476676,0.001353550030718603,0.10388670534511381,16.0
0.4,121,DP,1.0000000000000004,0.07428144827719069,0.04814143049974194,0.1134914749433638,
0.4,121,ITL,1.0000000000000004,0.05684737100695474,0.03398846061706766,0.09113573659178537,
0.4,121,ARMUL,1.0000000000000004,0.06291844687743374,0.04273660077820121,0.09319121602628254,0.1
0.4,121,OURS,1.0000000000000004,0.04494636519056118,0.0023239186658369814,0.10888003497764752,16.0
0.4,131,DP,1.0000000000000004,0.064248244460344,0.047832951794500894,0.08887118345910862,
0.4,131,ITL,1.0000000000000004,0.05709181459125792,0.040263241563507114,0.08233467413288412,
0.4,131,ARMUL,1.0000000000000004,0.059165577284714624,0.042074887018212326,0.08480161268446808,0.1
0.4,131,OURS,1.0000000000000004,0.03641201809238783,0.008406150413772509,0.07842081961031083,8.0
0.4,141,DP,1.0000000000000004,0.0769717996133132,0.0417361007231595,0.12982534794854375,
0.4,141,ITL,1.0000000000000004,0.05706164126570877,0.034199869787316046,0.09135429848329786,
0.4,141,ARMUL,1.0000000000000004,0.0633181039865984,0.03658326505622736,0.10342036238215498,0.1
0.4,141,OURS,1.0000000000000004,0.05820711257115806,0.008781771858420266,0.1323451236402647,4.0
0.4,151,DP,1.0000000000000004,0.06742943911779421,0.0474342768512482,0.09742218251761321,
0.4,151,ITL,1.0000000000000004,0.05224651022201845,0.042250414578043814,0.06724065368798042,
0.4,151,ARMUL,1.0000000000000004,0.05878190996819858,0.044025286839945096,0.08091684466057879,0.1
0.4,151,OURS,1.0000000000000004,0.04558278393007243,0.016471880736757167,0.0892491387200453,1.0
0.4,161,DP,1.0000000000000004,0.07360467254994306,0.04643095975157461,0.1143652417474957,
0.4,161,ITL,1.0000000000000004,0.06455461771257717,0.040925147141694984,0.09999882356890048,
0.4,161,ARMUL,1.0000000000000004,0.0678317268569431,0.04076147259901522,0.1084371082438349,0.1
0.4,161,OURS,1.0000000000000004,0.03837480130241067,0.0025677413254548277,0.09208539126784447,16.0
0.4,171,DP,1.0000000000000004,0.060637635464018,0.04082056531227024,0.0903632406916396,
0.4,171,ITL,1.0000000000000004,0.04851317305606631,0.03402317315137655,0.07024817291310094,
0.4,171,ARMUL,1.0000000000000004,0.0514301092546346,0.03458114680995871,0.07670355292164845,0.1
0.4,171,OURS,1.0000000000000004,0.03926009926419479,0.0033418488905262917,0.09313747482469754,4.0
0.4,181,DP,1.0000000000000004,0.06725739694060921,0.039449116255042355,0.10896981796895949,
0.4,181,ITL,1.0000000000000004,0.04978298824389345,0.034544153001874134,0.07264124110692242,
0.4,181,ARMUL,1.0000000000000004,0.05536687116840367,0.037362296257003894,0.08237373353550334,0.1
0.4,181,OURS,1.0000000000000004,0.04505127430406962,0.0022718877037150847,0.10922035420460141,16.0
0.4,191,DP,1.0000000000000004,0.07260707195197168,0.04134289554151856,0.11950333656765139,
0.4,191,ITL,1.0000000000000004,0.062415838292865934,0.046732425473475364,0.0859409575219518,
0.4,191,ARMUL,1.0000000000000004,0.06337886194255475,0.039414266598838406,0.09932575495812927,0.1
0.4,191,OURS,1.0000000000000004,0.042542542338430675,0.0008796709225029069,0.10503684946232232,16.0
0.4,201,DP,1.0000000000000004,0.060609138309910875,0.041987596211390504,0.08854145145769145,
0.4,201,ITL,1.0000000000000004,0.05280164066788202,0.03793772052468788,0.07509752088267325,
0.4,201,ARMUL,1.0000000000000004,0.05366878030163043,0.03784246108494395,0.07740825912666015,0.1
0.4,201,OURS,1.0000000000000004,0.03436998017357018,0.000937714443804572,0.08451837876821859,16.0
0.4,211,DP,1.0000000000000004,0.11038791543221244,0.04046384292339709,0.21527402419543548,
0.4,211,ITL,1.0000000000000004,0.08127011092664736,0.052782409854061185,0.1240016625355266,
0.4,211,ARMUL,1.0000000000000004,0.08377237781168596,0.043469960476351654,0.1442260038146875,0.1
0.4,211,OURS,1.0000000000000004,0.06268264712773466,0.013451076528297044,0.13653000302689108,1.0
0.4,221,DP,1.0000000000000004,0.06335813265054051,0.04076573796719339,0.09724672467556121,
0.4,221,ITL,1.0000000000000004,0.05275898034224459,0.03263058623394399,0.08295157150469547,
