delta,seed,method,balancedness_est,all_mse,related_mse,outlier_mse,selected_q
0.8,111,DP,1.0000000000000007,0.05211329620876978,0.0425226125894429,0.1384294487827118,
0.8,111,ITL,1.0000000000000007,0.0460663897564622,0.04083181904444464,0.09317752616462026,
0.8,111,ARMUL,1.0000000000000007,0.04911140809064006,0.040494602678248455,0.1266626568021644,0.1
0.8,111,OURS,1.0000000000000007,0.016753330361656597,0.001186449023096608,0.1568552624086965,16.0
0.8,121,DP,1.0000000000000007,0.049706213356311,0.04532850716091126,0.08910556911490863,
0.8,121,ITL,1.0000000000000007,0.049598725282583765,0.047842143071119274,0.06540796518576429,
0.8,121,ARMUL,1.0000000000000007,0.04566975227380377,0.042432109408398096,0.07480853806245484,0.1
0.8,121,OURS,1.0000000000000007,0.012557243969754222,0.0025622327708610306,0.10251234475979294,8.0
0.8,131,DP,1.0000000000000007,0.03947093150122484,0.03349252287581944,0.09327660912987334,
0.8,131,ITL,1.0000000000000007,0.03469493758838744,0.030429648699467807,0.07308253758866402,
0.8,131,ARMUL,1.0000000000000007,0.03495691962576919,0.028750524198834213,0.09081447846818398,0.1
0.8,131,OURS,1.0000000000000007,0.018420275658590706,0.0019397171375624674,0.16674530234784488,16.0
0.8,141,DP,1.0000000000000007,0.04365225330490781,0.03514950705445753,0.12017696955896016,
0.8,141,ITL,1.0000000000000007,0.04392415231111859,0.036150885673184946,0.11388355205252139,
0.8,141,ARMUL,1.0000000000000007,0.0400496995594356,0.031050464457130094,0.12104281548018503,0.1
0.8,141,OURS,1.0000000000000007,0.018062590905336122,0.003340389450475291,0.15056240399908358,16.0
0.8,151,DP,1.0000000000000007,0.058765648324091944,0.04204305224987043,0.20926901299208556,
0.8,151,ITL,1.0000000000000007,0.049735114610464495,0.04294680967851095,0.11082985899804637,
0.8,151,ARMUL,1.0000000000000007,0.04831778568521872,0.03868091792439299,0.1350495955326503,0.1
0.8,151,OURS,1.0000000000000007,0.02439683069633758,0.0030102608466815615,0.2168759593432418,16.0
0.8,161,DP,1.0000000000000007,0.04171711447360192,0.039815601872096706,0.058830727887148826,
0.8,161,ITL,1.0000000000000007,0.042788132368468755,0.0392962642633593,0.07421494531445384,
0.8,161,ARMUL,1.0000000000000007,0.03902865521319517,0.036669102913350356,0.06026462591179838,0.1
0.8,161,OURS,1.0000000000000007,0.007009242500429344,0.0007892638972581369,0.0629890499289702,16.0
0.8,171,DP,1.0000000000000007,0.04624220451899351,0.04307439734117235,0.07475246911938392,
0.8,171,ITL,1.0000000000000007,0.04488041963981337,0.039926275856897724,0.08946771368605407,
0.8,171,ARMUL,1.0000000000000007,0.043197712881026404,0.03962815058025563,0.07532377358796337,0.1
0.8,171,OURS,1.0000000000000007,0.011753166135374063,0.0019377739811084168,0.10009169552376489,8.0
0.8,181,DP,1.0000000000000007,0.045611331066638054,0.03486768500132012,0.14230414565449945,
0.8,181,ITL,1.0000000000000007,0.04297904055662207,0.03658097137187094,0.10056166321938233,
0.8,181,ARMUL,1.0000000000000007,0.040664875972177716,0.03246248539008275,0.11448639121103232,0.1
0.8,181,OURS,1.0000000000000007,0.016724992386748697,0.005544005110367957,0.11735387787417534,8.0
0.8,191,DP,1.0000000000000007,0.04947190029828874,0.04210451040683055,0.11577840932141233,
0.8,191,ITL,1.0000000000000007,0.05030365453073549,0.044488222074865864,0.10264254663356209,
0.8,191,ARMUL,1.0000000000000007,0.04609707640184776,0.038472179221636135,0.11472115102375229,0.1
0.8,191,OURS,1.0000000000000007,0.009864272090883641,0.0017340473495844643,0.08303629476257623,16.0
0.8,201,DP,1.0000000000000007,0.05617127115456953,0.05200465788129276,0.09367079061406054,
0.8,201,ITL,1.0000000000000007,0.053527808899538586,0.04974771926673493,0.08754861559477134,
0.8,201,ARMUL,1.0000000000000007,0.05401408646531844,0.04960192068484965,0.09372357848953755,0.1
0.8,201,OURS,1.0000000000000007,0.015982754168497124,0.005949052512039786,0.10628606907661313,16.0
0.8,211,DP,1.0000000000000007,0.045933884349597,0.040117300064883246,0.09828314291202082,
0.8,211,ITL,1.0000000000000007,0.044151650747799066,0.04031861221398821,0.07864899755209669,
0.8,211,ARMUL,1.0000000000000007,0.04370132968639831,0.038155811937843606,0.09361098942339059,0.1
0.8,211,OURS,1.0000000000000007,0.013295324550369506,0.0010536290479348182,0.12347058407228166,16.0
0.8,221,DP,1.0000000000000007,0.05320929224912252,0.034824760381388625,0.21867007905872757,
0.8,221,ITL,1.0000000000000007,0.052775275982431216,0.041795018126991594,0.15159759668138784,
0.8,221,ARMUL,1.0000000000000007,0.04521198861942672,0.032042646519658324,0.1637360675173422,0.1
0.8,221,OURS,1.0000000000000007,0.012859037600324728,0.002264469606803958,0.10821014954201164,16.0
0.8,231,DP,1.0000000000000007,0.045129069157372435,0.03897665970745311,0.10050075420664643,
0.8,231,ITL,1.0000000000000007,0.04322778133835234,0.038565392425943576,0.0851892815500311,
0.8,231,ARMUL,1.0000000000000007,0.041183976963027565,0.03517161120773838,0.09529526876063034,0.1
0.8,231,OURS,1.0000000000000007,0.014943981183033073,0.0010808577894050994,0.13971209172568488,16.0
0.8,241,DP,1.0000000000000007,0.04676329241823068,0.0383847871921372,0.12216983945307196,
0.8,241,ITL,1.0000000000000007,0.04682594361186468,0.04075731115314846,0.10144363574031068,
0.8,241,ARMUL,1.0000000000000007,0.04158250376851394,0.03414472862388455,0.10852248007017849,0.1
0.8,241,OURS,1.0000000000000007,0.011053637846186525,0.0019923313411162563,0.09260539639181896,16.0
0.8,251,DP,1.0000000000000007,0.053883552823819694,0.04126438915921545,0.16745602580525779,
0.8,251,ITL,1.0000000000000007,0.05423693570575407,0.046049740098649,0.1279216961696997,
0.8,251,ARMUL,1.0000000000000007,0.04866727956308215,0.039798556082476386,0.128485790888534,0.1
0.8,251,OURS,1.0000000000000007,0.01305904211265746,0.0049412476884979645,0.08611919193009289,8.0
0.8,261,DP,1.0000000000000007,0.05242143988374594,0.046599275876499285,0.1048209159489658,
0.8,261,ITL,1.0000000000000007,0.053029774844066874,0.048777254299798845,0.09130245974247907,
0.8,261,ARMUL,1.0000000000000007,0.04822361464139083,0.043865615072526405,0.08744561076117073,0.1
0.8,261,OURS,1.0000000000000007,0.009701467012290512,0.003302333228782026,0.06729367106386687,16.0
0.8,271,DP,1.0000000000000007,0.05055741808034699,0.03849658483285255,0.15910491730779688,
0.8,271,ITL,1.0000000000000007,0.04900862094938658,0.042637591866959874,0.10634788269122687,
0.8,271,ARMUL,1.0000000000000007,0.04533912760431572,0.036837744309020655,0.12185157726197131,0.1
0.8,271,OURS,1.0000000000000007,0.0138406358357414,0.002259759667944966,0.11806852134590932,16.0
0.8,281,DP,1.0000000000000007,0.0499338277557141,0.044321195019369784,0.10044752238281292,
0.8,281,ITL,1.0000000000000007,0.04869238609652849,0.043160200369245824,0.09848205764207257,
0.8,281,ARMUL,1.0000000000000007,0.046709280056225634,0.04066632331119676,0.10109589076148538,0.1
0.8,281,OURS,1.0000000000000007,0.014527535701492613,0.0036025256768217663,0.11285262592353022,16.0
0.8,291,DP,1.0000000000000007,0.06321478066082646,0.03879506824945667,0.2829921923631545,
0.8,291,ITL,1.0000000000000007,0.059473385566754876,0.04645347808110875,0.17665255293757,
0.8,291,ARMUL,1.0000000000000007,0.05279923191865529,0.03773367317486302,0.1883892606127857,0.1
0.8,291,OURS,1.0000000000000007,0.017813744174080194,0.001750354787376143,0.1623842486544166,16.0
1.6,1,DP,1.0000000000000007,0.054281128993496776,0.05584284555002403,0.04022567998475158,
1.6,1,ITL,1.0000000000000007,0.052333889217553775,0.052733154451608415,0.04874050211106196,
1.6,1,ARMUL,1.0000000000000007,0.04787831044494389,0.04918093075323915,0.03615472767028661,0.1
1.6,1,OURS,1.0000000000000007,0.011558000729169314,0.00552978940008903,0.06581190269089188,16.0
1.6,11,DP,1.0000000000000007,0.04592540903797038,0.04271608961433876,0.07480928385065498,
1.6,11,ITL,1.0000000000000007,0.04249487412899277,0.03925762677542493,0.07163010031110341,
1.6,11,ARMUL,1.0000000000000007,0.0388336287607238,0.03482766156175227,0.07488733355146764,0.1
1.6,11,OURS,1.0000000000000007,0.01751206859131271,0.005115058667634147,0.1290851579044198,16.0
1.6,21,DP,1.0000000000000007,0.05875554085344514,0.05407032165817152,0.10092251361090772,
1.6,21,ITL,1.0000000000000007,0.052839603805318006,0.04965396951067453,0.08151031245710927,
1.6,21,ARMUL,1.0000000000000007,0.05454676297540485,0.049619419034059274,0.098892858447515,0.1
1.6,21,OURS,1.0000000000000007,0.02077255993374466,0.00487247693444305,0.16387330692745916,16.0
1.6,31,DP,1.0000000000000007,0.051897605488434445,0.048672176281127175,0.08092646835419987,
1.6,31,ITL,1.0000000000000007,0.04999698822964575,0.048902424951861874,0.059848057729700664,
1.6,31,ARMUL,1.0000000000000007,0.04866337202226411,0.04549917790521,0.07714111907575112,0.1
1.6,31,OURS,1.0000000000000007,0.019410232570457774,0.0063491574791499535,0.13695990839222816,8.0
1.6,41,DP,1.0000000000000007,0.058918590223515886,0.05595353715110813,0.08560406787518564,
1.6,41,ITL,1.0000000000000007,0.0555292700739285,0.05469121200292232,0.06307179271298428,
1.6,41,ARMUL,1.0000000000000007,0.054591808216006954,0.05133363193184182,0.08391539477349319,0.1
1.6,41,OURS,1.0000000000000007,0.021705603181593657,0.006436129082651985,0.15913087007206875,16.0
1.6,51,DP,1.0000000000000007,0.05148533322015805,0.0431120946718485,0.12684448015494404,
1.6,51,ITL,1.0000000000000007,0.04860312072501345,0.04298637440478362,0.09915383760708207,
1.6,51,ARMUL,1.0000000000000007,0.046435943178478004,0.03769408522785806,0.1251126647340574,0.1
1.6,51,OURS,1.0000000000000007,0.018328604055078537,0.002625304661520388,0.15965829859710187,16.0
1.6,61,DP,1.0000000000000007,0.05818887733138011,0.04248889457877715,0.19948872210480662,
1.6,61,ITL,1.0000000000000007,0.053130193254090644,0.04398646733013914,0.13542372656965426,
1.6,61,ARMUL,1.0000000000000007,0.04725719530292284,0.03780044578402446,0.13236794097300833,0.1
1.6,61,OURS,1.0000000000000007,0.015567208850198659,0.004916799564662824,0.11142089242002122,16.0
1.6,71,DP,1.0000000000000007,0.05476359930961392,0.054574154608372887,0.056468601620783244,
1.6,71,ITL,1.0000000000000007,0.0523490766914811,0.04819827657729357,0.08970627771916884,
1.6,71,ARMUL,1.0000000000000007,0.051621250768009275,0.05104248714000583,0.05683012342004034,0.1
1.6,71,OURS,1.0000000000000007,0.014250169776769522,0.007482392662282521,0.07516016380715256,16.0
1.6,81,DP,1.0000000000000007,0.056835200167416035,0.049839795761611155,0.11979383981965984,
1.6,81,ITL,1.0000000000000007,0.05340965385595221,0.047794133456653315,0.10394933744964237,
1.6,81,ARMUL,1.0000000000000007,0.05152693691355529,0.043741376348208724,0.12159698200167446,0.1
1.6,81,OURS,1.0000000000000007,0.015576867550587936,0.003971156595429277,0.12002826614701588,16.0
1.6,91,DP,1.0000000000000007,0.0663593811393555,0.04942162588418489,0.21879917843589095,
1.6,91,ITL,1.0000000000000007,0.05857433473303707,0.049307248798722864,0.14197810814186493,
1.6,91,ARMUL,1.0000000000000007,0.058027167259928805,0.04556269854794092,0.17020738566781982,0.1
1.6,91,OURS,1.0000000000000007,0.02747897284181065,0.006131569601158484,0.21960560200768,8.0
1.6,101,DP,1.0000000000000007,0.053728912251121,0.05372223495028071,0.0537890079586836,
1.6,101,ITL,1.0000000000000007,0.05250455165278885,0.05199299221743926,0.057108586570935184,
1.6,101,ARMUL,1.0000000000000007,0.048417230905134855,0.04774114752451217,0.05450198133073911,0.1
1.6,101,OURS,1.0000000000000007,0.01275418532658957,0.005602201983572454,0.07712203541374363,16.0
1.6,111,DP,1.0000000000000007,0.05778240200097667,0.048908309183550325,0.13764923735781373,
1.6,111,ITL,1.0000000000000007,0.05100878489597674,0.046323369199460805,0.09317752616462026,
1.6,111,ARMUL,1.0000000000000007,0.053829950689519304,0.0457606314711498,0.12645382365484475,0.1
1.6,111,OURS,1.0000000000000007,0.019206509728594317,0.0036117012800337108,0.15955978576563976,16.0
1.6,121,DP,1.0000000000000007,0.05666535854141665,0.05317669783403198,0.08806330490787866,
1.6,121,ITL,1.0000000000000007,0.055442885150622186,0.05433565403560639,0.06540796518576429,
1.6,121,ARMUL,1.0000000000000007,0.0511528827524875,0.04854115916995809,0.07465839499525226,0.1
1.6,121,OURS,1.0000000000000007,0.01495190589118403,0.004361396593079715,0.11026648957412288,16.0
1.6,131,DP,1.0000000000000007,0.04439542200017021,0.03876855327440533,0.09503724053205409,
1.6,131,ITL,1.0000000000000007,0.038332018347756,0.03447084954321067,0.07308253758866402,
1.6,131,ARMUL,1.0000000000000007,0.038126520474417384,0.03213664631809921,0.09203538788128089,0.1
1.6,131,OURS,1.0000000000000007,0.02243266935235528,0.004831540826958759,0.18084282608092397,8.0
1.6,141,DP,1.0000000000000007,0.050237000204666565,0.042534405245412646,0.11956035483795184,
1.6,141,ITL,1.0000000000000007,0.04951109244495421,0.0423585969330023,0.11388355205252139,
1.6,141,ARMUL,1.0000000000000007,0.044835533077754425,0.03644489559823137,0.12035127039346181,0.1
1.6,141,OURS,1.0000000000000007,0.020832607491985646,0.005106249486729628,0.16236982953928983,16.0
1.6,151,DP,1.0000000000000007,0.06584459277180237,0.050137313240972294,0.20721010854927305,
1.6,151,ITL,1.0000000000000007,0.055662019776400444,0.049532259862884245,0.11082985899804637,
1.6,151,ARMUL,1.0000000000000007,0.05339017435837161,0.04434123357112335,0.134830641443606,0.1
1.6,151,OURS,1.0000000000000007,0.026128390022567727,0.004946041559293969,0.21676952619203158,16.0
1.6,161,DP,1.0000000000000007,0.046979037473184555,0.04581254216705549,0.057477495228346186,
1.6,161,ITL,1.0000000000000007,0.047127633971592746,0.04411793271127485,0.07421494531445384,
1.6,161,ARMUL,1.0000000000000007,0.04314720778498553,0.04138164113661364,0.05903730762033257,0.1
1.6,161,OURS,1.0000000000000007,0.010648423503163551,0.00452858388853414,0.06572698003482824,16.0
1.6,171,DP,1.0000000000000007,0.05309705551924917,0.0507356064781945,0.07435009688874111,
1.6,171,ITL,1.0000000000000007,0.05044993412458508,0.04611462528442187,0.08946771368605407,
1.6,171,ARMUL,1.0000000000000007,0.04843180184601906,0.04549362440666115,0.07487539880024015,0.1
1.6,171,OURS,1.0000000000000007,0.014250669228991495,0.003863459640382012,0.10773555552647679,16.0
1.6,181,DP,1.0000000000000007,0.050763547898602684,0.040806992389504346,0.14037254748048786,
1.6,181,ITL,1.0000000000000007,0.047533179811121144,0.041641126099092124,0.10056166321938233,
1.6,181,ARMUL,1.0000000000000007,0.04459073444508451,0.036888816588209916,0.11390799515695586,0.1
1.6,181,OURS,1.0000000000000007,0.01915086960861474,0.008051786540715576,0.11904261721970723,8.0
1.6,191,DP,1.0000000000000007,0.05531169995976824,0.04887763454508827,0.11321828869188798,
1.6,191,ITL,1.0000000000000007,0.05518704091545013,0.04991420694677103,0.10264254663356209,
1.6,191,ARMUL,1.0000000000000007,0.05116086094648104,0.04432220725737021,0.11270874414847841,0.1
1.6,191,OURS,1.0000000000000007,0.011957180970532109,0.0036310251038815747,0.08689258377038693,16.0
1.6,201,DP,1.0000000000000007,0.06325594536659083,0.0598916090645841,0.09353497208465138,
1.6,201,ITL,1.0000000000000007,0.059287836616757246,0.05614775006364456,0.08754861559477134,
1.6,201,ARMUL,1.0000000000000007,0.059683103993359875,0.05592618941086563,0.09349533523580801,0.1
1.6,201,OURS,1.0000000000000007,0.01765352976528495,0.006057151825874433,0.12202093121997963,16.0
1.6,211,DP,1.0000000000000007,0.05262809298618802,0.0476279138739029,0.09762970499675418,
1.6,211,ITL,1.0000000000000007,0.049646156296680205,0.04642361837941172,0.07864899755209669,
1.6,211,ARMUL,1.0000000000000007,0.0489313817246153,0.043990581884416055,0.0933985802864085,0.1
1.6,211,OURS,1.0000000000000007,0.01584873009323613,0.003705897213485624,0.1251342260109907,16.0
1.6,221,DP,1.0000000000000007,0.05860107687054834,0.041520923304288096,0.21232245896689048,
1.6,221,ITL,1.0000000000000007,0.057810569921142856,0.04738978917000452,0.15159759668138784,
1.6,221,ARMUL,1.0000000000000007,0.04957529470402577,0.03722214933957133,0.16075360298411567,0.1
1.6,221,OURS,1.0000000000000007,0.01475855675596621,0.00494178052920955,0.10310954279677613,16.0
1.6,231,DP,1.0000000000000007,0.05276866833637604,0.047471621340975205,0.10044209129498353,
1.6,231,ITL,1.0000000000000007,0.04939944411663747,0.04542279551292708,0.0851892815500311,
1.6,231,ARMUL,1.0000000000000007,0.046305112949507565,0.04083286439678228,0.0955553499240351,0.1
1.6,231,OURS,1.0000000000000007,0.020383151925995775,0.0049034929641335046,0.15970008258275623,8.0
1.6,241,DP,1.0000000000000007,0.05295373267267234,0.04565713557674081,0.11862310653605605,
1.6,241,ITL,1.0000000000000007,0.0521418127255003,0.04666383239052138,0.10144363574031068,
1.6,241,ARMUL,1.0000000000000007,0.04568256252574702,0.03892687484384094,0.10648375166290176,0.1
1.6,241,OURS,1.0000000000000007,0.012195702524012964,0.0032498491613811,0.0927083827876997,16.0
1.6,251,DP,1.0000000000000007,0.06096666712204809,0.04995833194323491,0.16004168373136668,
1.6,251,ITL,1.0000000000000007,0.06120748101476597,0.053794790441995546,0.1279216961696997,
1.6,251,ARMUL,1.0000000000000007,0.05476642219316148,0.04702774495555856,0.12441451733158775,0.1
1.6,251,OURS,1.0000000000000007,0.013278027307704974,0.005833483578334838,0.0802789208720362,8.0
1.6,261,DP,1.0000000000000007,0.05747303250608387,0.05255291124148024,0.10175412388751663,
1.6,261,ITL,1.0000000000000007,0.05733152685021922,0.053556978751079246,0.09130245974247907,
1.6,261,ARMUL,1.0000000000000007,0.05215612973891383,0.04843738675532691,0.08562481659119613,0.1
1.6,261,OURS,1.0000000000000007,0.010228803149882426,0.003953878032175183,0.0667031292092476,16.0
1.6,271,DP,1.0000000000000007,0.05584406190327285,0.044740380005442795,0.15577719898374337,
1.6,271,ITL,1.0000000000000007,0.05386985068900655,0.048038958244315394,0.10634788269122687,
1.6,271,ARMUL,1.0000000000000007,0.04997508356840598,0.042139905688257345,0.12049168448974369,0.1
1.6,271,OURS,1.0000000000000007,0.01593088025821675,0.004740958482696325,0.11664017623790061,16.0
1.6,281,DP,1.0000000000000007,0.05595180702752542,0.05110751891011151,0.0995504000842506,
1.6,281,ITL,1.0000000000000007,0.05368147622802726,0.0487036338486889,0.09848205764207257,
1.6,281,ARMUL,1.0000000000000007,0.05128264228605382,0.045853188342784665,0.10014772777547622,0.1
1.6,281,OURS,1.0000000000000007,0.015462186352869103,0.00319741011196383,0.12584517252101654,16.0
1.6,291,DP,1.0000000000000007,0.06930802564386665,0.04646539544111586,0.2748916974686238,
1.6,291,ITL,1.0000000000000007,0.06572548036228137,0.053400250076138196,0.17665255293757,
1.6,291,ARMUL,1.0000000000000007,0.05814863601017593,0.04411377033491215,0.18446242708754998,0.1
1.6,291,OURS,1.0000000000000007,0.01798444119113413,0.003120335867827801,0.15176138910089107,16.0
3.2,1,DP,1.0000000000000007,0.07622232370493388,0.08037602409724603,0.03883902017412449,
3.2,1,ITL,1.0000000000000007,0.06901680162994304,0.07126972379870762,0.04874050211106196,
3.2,1,ARMUL,1.0000000000000007,0.06214830539796183,0.06512442411394505,0.03536323695411284,0.1
3.2,1,OURS,1.0000000000000007,0.02229640638853551,0.015019196655047133,0.08779129398993092,16.0
3.2,11,DP,1.0000000000000007,0.06278006055889923,0.06137479422075336,0.0754274576022121,
3.2,11,ITL,1.0000000000000007,0.05504348066738176,0.053200522929190454,0.07163010031110341,
3.2,11,ARMUL,1.0000000000000007,0.04972710883776801,0.04693916951170359,0.07481856277234773,0.1
3.2,11,OURS,1.0000000000000007,0.02636757399100812,0.012283552974015685,0.15312376314394005,16.0
3.2,21,DP,1.0000000000000007,0.07254922761679665,0.06912865043645307,0.10333442223988887,
3.2,21,ITL,1.0000000000000007,0.06349652520483007,0.06149499328791016,0.08151031245710927,
3.2,21,ARMUL,1.0000000000000007,0.0643832589296645,0.06038860157346878,0.10033517513542593,0.1
3.2,21,OURS,1.0000000000000007,0.02889560530617106,0.012234688740186392,0.17884385440003303,8.0
3.2,31,DP,1.0000000000000007,0.06746185562153115,0.06576822098873995,0.0827045673166517,
3.2,31,ITL,1.0000000000000007,0.062132824514540386,0.06238668749063369,0.059848057729700664,
3.2,31,ARMUL,1.0000000000000007,0.060289101814802334,0.058188062950489616,0.07919845159361677,0.1
3.2,31,OURS,1.0000000000000007,0.02854052655750293,0.014635495169607141,0.15368580904856502,8.0
3.2,41,DP,1.0000000000000007,0.07755518301132211,0.07611980793385108,0.09047355870856148,
3.2,41,ITL,1.0000000000000007,0.07016046727057926,0.07094809777697869,0.06307179271298428,
3.2,41,ARMUL,1.0000000000000007,0.06935773133237781,0.06732884075370721,0.08761774654041314,0.1
3.2,41,OURS,1.0000000000000007,0.03220086024714437,0.01538893219395355,0.1835082127258618,16.0
3.2,51,DP,1.0000000000000007,0.06550616201101316,0.05872992669798484,0.12649227982826802,
3.2,51,ITL,1.0000000000000007,0.05971479887734139,0.055332683462925775,0.09915383760708207,
3.2,51,ARMUL,1.0000000000000007,0.056812938301031964,0.04921737316212541,0.12517302455119098,0.1
3.2,51,OURS,1.0000000000000007,0.026196923741376384,0.009985513170986903,0.17209961887488168,16.0
3.2,61,DP,1.0000000000000007,0.07756990823030778,0.0654749893338817,0.1864241782981426,
3.2,61,ITL,1.0000000000000007,0.06929778015423294,0.061950452774741656,0.13542372656965426,
3.2,61,ARMUL,1.0000000000000007,0.06009146414425671,0.05280954193924883,0.12562876398932746,0.1
3.2,61,OURS,1.0000000000000007,0.024127960619161396,0.015056921027990286,0.10576731693970143,16.0
3.2,71,DP,1.0000000000000007,0.06941746661680288,0.07090068956359245,0.05606846009569672,
3.2,71,ITL,1.0000000000000007,0.06383031093239226,0.06095520351163931,0.08970627771916884,
3.2,71,ARMUL,1.0000000000000007,0.06269468300322648,0.06340499787632875,0.056301849145305886,0.1
3.2,71,OURS,1.0000000000000007,0.024004182478474214,0.017166131563852362,0.08554664071007094,8.0
3.2,81,DP,1.0000000000000007,0.07560387575477591,0.07107383293055315,0.11637426117278059,
3.2,81,ITL,1.0000000000000007,0.06803694203280417,0.06404667587537771,0.10394933744964237,
3.2,81,ARMUL,1.0000000000000007,0.06362549031082103,0.05752138477331232,0.11856244014839945,0.1
3.2,81,OURS,1.0000000000000007,0.024740723929960125,0.01170425632699814,0.14206893235661797,16.0
3.2,91,DP,1.0000000000000007,0.08622874096806497,0.07186974862537666,0.21545967205225988,
3.2,91,ITL,1.0000000000000007,0.07396270380733916,0.0664054366590585,0.14197810814186493,
3.2,91,ARMUL,1.0000000000000007,0.07096206842249426,0.059943850846732004,0.1701260266043544,0.1
3.2,91,OURS,1.0000000000000007,0.03837675031888366,0.0171245657683238,0.22964641127392235,4.0
3.2,101,DP,1.0000000000000007,0.07335484285849463,0.0756160760866571,0.05300374380503232,
3.2,101,ITL,1.0000000000000007,0.06740512929714569,0.06854918960005797,0.057108586570935184,
3.2,101,ARMUL,1.0000000000000007,0.06199118677289962,0.06293407211871055,0.05350521866060123,0.1
3.2,101,OURS,1.0000000000000007,0.0239740386954416,0.016834044710064403,0.08823398456383634,16.0
3.2,111,DP,1.0000000000000007,0.07332655942298219,0.06629826249239344,0.13658123179828116,
3.2,111,ITL,1.0000000000000007,0.06377131509462347,0.06050395830906828,0.09317752616462026,
3.2,111,ARMUL,1.0000000000000007,0.06532983760662751,0.058556639133861055,0.12628862386152573,0.1
3.2,111,OURS,1.0000000000000007,0.027477033815935525,0.011198745082724827,0.17398163241483178,16.0
3.2,121,DP,1.0000000000000007,0.0752132706674514,0.0739527665721811,0.08655780752488396,
3.2,121,ITL,1.0000000000000007,0.07027608751552421,0.07081698999660863,0.06540796518576429,
3.2,121,ARMUL,1.0000000000000007,0.06500234792524649,0.06392550498941212,0.07469393434775583,0.1
3.2,121,OURS,1.0000000000000007,0.023510343678954482,0.012072710544666096,0.12644904188755,16.0
3.2,131,DP,1.0000000000000007,0.05818270126439728,0.05365834156715424,0.09890193853958464,
3.2,131,ITL,1.0000000000000007,0.04829460354415346,0.04554038865031895,0.07308253758866402,
3.2,131,ARMUL,1.0000000000000007,0.04703650708607399,0.04174658127453458,0.09464583938992861,0.1
3.2,131,OURS,1.0000000000000007,0.032322392652994344,0.013516821221435882,0.2015725355370206,8.0
3.2,141,DP,1.0000000000000007,0.06849437115571046,0.06289085446223872,0.11892602139695622,
3.2,141,ITL,1.0000000000000007,0.06407221975893336,0.058537627281868024,0.11388355205252139,
3.2,141,ARMUL,1.0000000000000007,0.05782250790425734,0.050981150261972356,0.1193947266848221,0.1
3.2,141,OURS,1.0000000000000007,0.030155986417415615,0.014251662915165197,0.1732948979376693,16.0
3.2,151,DP,1.0000000000000007,0.08521951287027453,0.07204900239879052,0.20375410711363054,
3.2,151,ITL,1.0000000000000007,0.07078427648032723,0.06633476731169176,0.11082985899804637,
3.2,151,ARMUL,1.0000000000000007,0.06626609830031364,0.05866449337218286,0.13468054265349064,0.1
3.2,151,OURS,1.0000000000000007,0.035777141620452056,0.013799228523712181,0.23357835949111086,16.0
3.2,161,DP,1.0000000000000007,0.061370167754469816,0.06206116134537658,0.055151225436308925,
3.2,161,ITL,1.0000000000000007,0.058652659943750976,0.05692351712478399,0.07421494531445384,
3.2,161,ARMUL,1.0000000000000007,0.05379302776430127,0.05344366204783242,0.05693731921252098,0.1
3.2,161,OURS,1.0000000000000007,0.017168560932247497,0.01131832543672865,0.06982068039191712,16.0
3.2,171,DP,1.0000000000000007,0.07213028416865663,0.07191137428477222,0.07410047312361649,
3.2,171,ITL,1.0000000000000007,0.06504499582509017,0.06233136050720529,0.08946771368605407,
3.2,171,ARMUL,1.0000000000000007,0.06098461741901081,0.05949981289536024,0.07434785813186585,0.1
3.2,171,OURS,1.0000000000000007,0.02537278778744262,0.014391004790076134,0.12420883476374099,16.0
3.2,181,DP,1.0000000000000007,0.06520442067018015,0.05724875501872076,0.13680541153331455,
3.2,181,ITL,1.0000000000000007,0.059489167444529915,0.05492555680287965,0.10056166321938233,
3.2,181,ARMUL,1.0000000000000007,0.0551712117752193,0.04875603200395467,0.11290782971660114,0.1
3.2,181,OURS,1.0000000000000007,0.026589703076238903,0.015605719048041209,0.12544555933001808,8.0
3.2,191,DP,1.0000000000000007,0.07183874007144771,0.06776783339609518,0.1084769001496204,
3.2,191,ITL,1.0000000000000007,0.06819019773795944,0.06436215897178135,0.10264254663356209,
3.2,191,ARMUL,1.0000000000000007,0.06392188546637807,0.058885319314964914,0.1092509808290965,0.1
3.2,191,OURS,1.0000000000000007,0.020425518374534483,0.012952224236534153,0.08768516561653743,16.0
3.2,201,DP,1.0000000000000007,0.08221231404473955,0.08092185455127512,0.09382644948591941,
3.2,201,ITL,1.0000000000000007,0.07400400307443031,0.07249904612772574,0.08754861559477134,
3.2,201,ARMUL,1.0000000000000007,0.07288677854769729,0.07060375910158635,0.09343395356269586,0.1
3.2,201,OURS,1.0000000000000007,0.027228474460576933,0.015267265669040684,0.13487935358440314,16.0
3.2,211,DP,1.0000000000000007,0.07111468756723989,0.06825730039331342,0.09683117213257819,
3.2,211,ITL,1.0000000000000007,0.06398746235365968,0.06235840288716669,0.07864899755209669,
3.2,211,ARMUL,1.0000000000000007,0.06131824316625576,0.05776981028005988,0.09325413914201874,0.1
3.2,211,OURS,1.0000000000000007,0.02622413733229276,0.013149792870548214,0.14389323748799368,16.0
3.2,221,DP,1.0000000000000007,0.07455585899192367,0.060605923556028944,0.2001052779149761,
3.2,221,ITL,1.0000000000000007,0.0711406497804797,0.06220098901371211,0.15159759668138784,
